order_id,line_no,product_code,product_name,category,ordered_cases,confirmed_cases,unit_price_case,discount_pct,gross_line_value,discount_line_value,line_net_value,plant,storage_location,rejection_reason
SO100791,2,SKU0026,Orange Burst 35cl PET x24,Carbonated Soft Drink,9,7,3150,5,28350,1417.5,26932.5,IBD01,FG02,
SO100791,3,SKU0021,Lemon Lime 1.5L PET x12,Carbonated Soft Drink,11,9,3930,0,43230,0.0,43230.0,IBD01,FG03,
SO100791,4,SKU0020,Lemon Lime 1L PET x24,Carbonated Soft Drink,21,21,5940,0,124740,0.0,124740.0,IBD01,FG02,
SO100791,5,SKU0046,Aqua Pure 50cl PET x24,Water,2,2,1730,3,3460,103.8,3356.2,IBD01,FG03,
SO100791,6,SKU0034,Orange Burst 1.5L PET x24,Carbonated Soft Drink,3,3,7150,10,21450,2145.0,19305.0,IBD01,FG03,
SO100792,1,SKU0026,Orange Burst 35cl PET x24,Carbonated Soft Drink,11,11,3150,5,34650,1732.5,32917.5,ABJ01,FG02,
SO100792,2,SKU0030,Orange Burst 60cl PET x24,Carbonated Soft Drink,7,7,4110,10,28770,2877.0,25893.0,ABJ01,FG03,
SO100792,3,SKU0010,Cola Max 1.5L PET x24,Carbonated Soft Drink,17,17,7500,2,127500,2550.0,124950.0,ABJ01,FG01,
SO100792,4,SKU0001,Cola Max 35cl PET x12,Carbonated Soft Drink,7,7,1780,0,12460,0.0,12460.0,ABJ01,FG02,
SO100792,5,SKU0037,Bitter Lemon 50cl PET x12,Carbonated Soft Drink,14,14,1950,3,27300,819.0,26481.0,ABJ01,RM01,
SO100792,6,SKU0022,Lemon Lime 1.5L PET x24,Carbonated Soft Drink,11,11,7550,0,83050,0.0,83050.0,ABJ01,FG02,
SO100793,1,SKU0012,Cola Max 50cl Can x24,Carbonated Soft Drink,5,5,3760,0,18800,0.0,18800.0,KAN01,FG03,
SO100793,2,SKU0009,Cola Max 1.5L PET x12,Carbonated Soft Drink,33,33,4080,3,134640,4039.2,130600.8,KAN01,FG02,
SO100794,1,SKU0011,Cola Max 50cl Can x12,Carbonated Soft Drink,2,2,1900,5,3800,190.0,3610.0,PHC01,FG03,
SO100794,2,SKU9999,Malt Spark 50cl PET x24,Malt Drink,14,14,5040,0,70560,0.0,70560.0,BEN01,FG03,
SO100795,1,SKU0037,Bitter Lemon 50cl PET x12,Carbonated Soft Drink,7,7,1950,3,13650,409.5,13240.5,ENU01,FG03,
SO100796,1,SKU0015,Lemon Lime 50cl PET x12,Carbonated Soft Drink,7,7,2080,7,14560,1019.2,13540.8,PHC01,FG03,
SO100796,2,SKU0001,Cola Max 35cl PET x12,Carbonated Soft Drink,3,3,1780,12,5340,640.8,4699.2,PHC01,FG02,
SO100797,1,SKU0021,Lemon Lime 1.5L PET x12,Carbonated Soft Drink,5,5,3930,7,19650,1375.5,18274.5,ABJ01,FG02,
SO100797,2,SKU0015,Lemon Lime 50cl PET x12,Carbonated Soft Drink,12,12,2080,7,24960,1747.2,23212.8,ABJ01,FG01,
SO100798,1,SKU0010,Cola Max 1.5L PET x24,Carbonated Soft Drink,120,120,7500,5,900000,45000.0,855000.0,KAN01,FG03,
SO100798,2,SKU0037,Bitter Lemon 50cl PET x12,Carbonated Soft Drink,264,264,1950,15,514800,77220.0,437580.0,KAN01,FG03,
SO100798,3,SKU0009,Cola Max 1.5L PET x12,Carbonated Soft Drink,30,30,4080,10,122400,12240.0,110160.0,KAN01,FG02,
SO100798,4,SKU0013,Lemon Lime 35cl PET x12,Carbonated Soft Drink,56,56,1700,12,95200,11424.0,83776.0,KAN01,FG01,
SO100798,5,SKU0023,Lemon Lime 50cl Can x12,Carbonated Soft Drink,132,132,1900,5,250800,12540.0,238260.0,KAN01,FG02,
SO100799,1,SKU0006,Cola Max 60cl PET x24,Carbonated Soft Drink,4,4,4380,0,17520,0.0,17520.0,KAN01,FG03,
SO100800,1,SKU0029,Orange Burst 60cl PET x12,Carbonated Soft Drink,15,8,2400,5,36000,1800.0,34200.0,ENU01,FG01,
SO100800,2,SKU0018,Lemon Lime 60cl PET x24,Carbonated Soft Drink,2,2,4090,3,8180,245.4,7934.6,ENU01,FG03,
SO100801,1,SKU0029,Orange Burst 60cl PET x12,Carbonated Soft Drink,99,99,2400,12,237600,28512.0,209088.0,LAG01,FG02,
SO100801,2,SKU0052,Energy Rush 33cl Can x24,Energy Drink,15,15,5500,10,82500,8250.0,74250.0,LAG01,FG01,
SO100801,3,SKU0009,Cola Max 1.5L PET x12,Carbonated Soft Drink,84,84,4080,7,342720,23990.4,318729.6,LAG01,FG03,
SO100801,4,SKU0046,Aqua Pure 50cl PET x24,Water,99,99,1730,5,171270,8563.5,162706.5,LAG01,FG02,
SO100802,1,SKU0008,Cola Max 1L PET x24,Carbonated Soft Drink,7,7,5990,12,41930,5031.6,36898.4,ENU01,FG03,
SO100802,2,SKU0053,Energy Rush 40cl PET x12,Energy Drink,25,20,3160,7,79000,5530.0,73470.0,ABA01,FG02,
SO100802,3,SKU0018,Lemon Lime 60cl PET x24,Carbonated Soft Drink,4,4,4090,12,16360,1963.2,14396.8,ABA01,FG03,
SO100802,4,SKU0005,Cola Max 60cl PET x12,Carbonated Soft Drink,3,3,2240,12,6720,806.4,5913.6,ABA01,FG02,
SO100802,5,SKU0040,Bitter Lemon 50cl Can x24,Carbonated Soft Drink,3,3,3700,10,11100,1110.0,9990.0,ENU01,FG01,
SO100803,1,SKU0045,Aqua Pure 50cl PET x12,Water,60,60,960,10,57600,5760.0,51840.0,ABA01,FG03,
SO100803,2,SKU0019,Lemon Lime 1L PET x12,Carbonated Soft Drink,2,2,3080,0,6160,0.0,6160.0,ABA01,FG01,
SO100803,3,SKU0029,Orange Burst 60cl PET x12,Carbonated Soft Drink,250,250,2400,5,600000,30000.0,570000.0,ENU01,FG02,
SO100803,4,SKU0005,Cola Max 60cl PET x12,Carbonated Soft Drink,20,9,2240,0,44800,0.0,44800.0,ABA01,FG01,
SO100804,1,SKU0025,Orange Burst 35cl PET x12,Carbonated Soft Drink,7,7,1750,0,12250,0.0,12250.0,PHC01,FG03,
SO100804,2,SKU0015,Lemon Lime 50cl PET x12,Carbonated Soft Drink,3,3,2080,0,6240,0.0,6240.0,BEN01,FG02,
SO100805,1,SKU0017,Lemon Lime 60cl PET x12,Carbonated Soft Drink,5,5,2300,2,11500,230.0,11270.0,PHC01,FG02,
SO100805,2,SKU0001,Cola Max 35cl PET x12,Carbonated Soft Drink,2,2,1780,0,3560,0.0,3560.0,PHC01,FG01,
SO100805,3,SKU0031,Orange Burst 1L PET x12,Carbonated Soft Drink,3,3,3070,10,9210,921.0,8289.0,BEN01,FG01,
SO100806,1,SKU0034,Orange Burst 1.5L PET x24,Carbonated Soft Drink,9,9,7150,12,64350,7722.0,56628.0,ENU01,FG03,
SO100806,2,SKU0020,Lemon Lime 1L PET x24,Carbonated Soft Drink,7,4,5940,5,41580,2079.0,39501.0,ENU01,FG02,
SO100807,1,SKU0003,Cola Max 50cl PET x12,Carbonated Soft Drink,39,39,1970,7,76830,5378.1,71451.9,LAG01,FG02,
SO100807,2,SKU0002,Cola Max 35cl PET x24,Carbonated Soft Drink,9,9,3240,12,29160,3499.2,25660.8,LAG01,FG02,
SO100808,1,SKU0004,Cola Max 50cl PET x24,Carbonated Soft Drink,72,61,3650,12,262800,31536.0,231264.0,PHC01,FG01,
SO100808,2,SKU0009,Cola Max 1.5L PET x12,Carbonated Soft Drink,360,360,4080,12,1468800,176256.0,1292544.0,PHC01,FG02,
SO100809,1,SKU0012,Cola Max 50cl Can x24,Carbonated Soft Drink,76,76,3760,12,285760,34291.2,251468.8,PHC01,FG03,
SO100809,2,SKU0013,Lemon Lime 35cl PET x12,Carbonated Soft Drink,56,36,1700,5,95200,4760.0,90440.0,PHC01,FG03,
SO100809,3,SKU0037,Bitter Lemon 50cl PET x12,Carbonated Soft Drink,66,66,1950,15,128700,19305.0,109395.0,PHC01,FG02,
SO100810,1,SKU0033,Orange Burst 1.5L PET x12,Carbonated Soft Drink,13,13,3810,3,49530,1485.9,48044.1,ENU01,FG01,
SO100810,2,SKU0014,Lemon Lime 35cl PET x24,Carbonated Soft Drink,3,3,3280,0,9840,0.0,9840.0,ENU01,FG03,
SO100810,3,SKU0026,Orange Burst 35cl PET x24,Carbonated Soft Drink,6,6,3150,0,18900,0.0,18900.0,ENU01,FG03,
SO100810,4,SKU0003,Cola Max 50cl PET x12,Carbonated Soft Drink,26,26,1970,7,51220,3585.4,47634.6,ABA01,FG02,
SO100811,1,SKU0046,Aqua Pure 50cl PET x24,Water,12,10,1730,10,20760,2076.0,18684.0,ENU01,FG01,
SO100811,2,SKU0004,Cola Max 50cl PET x24,Carbonated Soft Drink,14,9,3650,0,51100,0.0,51100.0,ENU01,FG01,
SO100811,3,SKU0021,Lemon Lime 1.5L PET x12,Carbonated Soft Drink,5,5,3930,2,19650,393.0,19257.0,ABA01,FG02,
SO100811,4,SKU0049,Aqua Pure 1.5L PET x12,Water,8,8,2000,2,16000,320.0,15680.0,ENU01,FG02,
SO100811,5,SKU0031,Orange Burst 1L PET x12,Carbonated Soft Drink,3,3,3070,2,9210,184.2,9025.8,ENU01,FG01,
SO100812,1,SKU0012,Cola Max 50cl Can x24,Carbonated Soft Drink,3,3,3760,0,11280,0.0,11280.0,IBD01,FG03,
SO100813,1,SKU0054,Energy Rush 40cl PET x24,Energy Drink,7,7,6420,10,44940,4494.0,40446.0,KAN01,FG03,
SO100813,2,SKU0038,Bitter Lemon 50cl PET x24,Carbonated Soft Drink,1,1,3840,7,3840,268.8,3571.2,KAD01,FG02,
SO100813,3,SKU0049,Aqua Pure 1.5L PET x12,Water,19,19,2000,12,38000,4560.0,33440.0,KAN01,FG02,
SO100814,1,SKU0037,Bitter Lemon 50cl PET x12,Carbonated Soft Drink,11,11,1950,0,21450,0.0,21450.0,IBD01,FG01,
SO100814,2,SKU0013,Lemon Lime 35cl PET x12,Carbonated Soft Drink,4,4,1700,7,6800,476.0,6324.0,IBD01,FG01,
SO100814,3,SKU0062,Malt Spark 50cl PET x24,Malt Drink,3,3,5040,0,15120,0.0,15120.0,IBD01,FG02,
SO100815,1,SKU0033,Orange Burst 1.5L PET x12,Carbonated Soft Drink,8,8,3810,2,30480,609.6,29870.4,KAD01,FG03,
SO100815,2,SKU0002,Cola Max 35cl PET x24,Carbonated Soft Drink,5,5,3240,0,16200,0.0,16200.0,KAD01,FG01,
SO100815,3,SKU0026,Orange Burst 35cl PET x24,Carbonated Soft Drink,10,10,3150,10,31500,3150.0,28350.0,KAD01,FG01,
SO100815,4,SKU0017,Lemon Lime 60cl PET x12,Carbonated Soft Drink,7,7,2300,10,16100,1610.0,14490.0,KAN01,FG03,
SO100815,5,SKU0017,Lemon Lime 60cl PET x12,Carbonated Soft Drink,3,3,2300,0,6900,0.0,6900.0,KAD01,FG02,
SO100816,1,SKU0019,Lemon Lime 1L PET x12,Carbonated Soft Drink,12,12,3080,2,36960,739.2,36220.8,PHC01,FG01,
SO100816,2,SKU0012,Cola Max 50cl Can x24,Carbonated Soft Drink,5,5,3760,0,18800,0.0,18800.0,PHC01,FG03,
SO100816,3,SKU0045,Aqua Pure 50cl PET x12,Water,24,24,960,0,23040,0.0,23040.0,BEN01,FG03,
SO100817,1,SKU0014,Lemon Lime 35cl PET x24,Carbonated Soft Drink,19,19,3280,2,62320,1246.4,61073.6,ENU01,FG03,
SO100817,2,SKU0019,Lemon Lime 1L PET x12,Carbonated Soft Drink,1,1,3080,0,3080,0.0,3080.0,ABA01,FG03,
SO100818,1,SKU0031,Orange Burst 1L PET x12,Carbonated Soft Drink,24,24,3070,5,73680,3684.0,69996.0,ABJ01,FG01,
SO100818,2,SKU0004,Cola Max 50cl PET x24,Carbonated Soft Drink,5,5,3650,3,18250,547.5,17702.5,ABJ01,FG03,
SO100819,1,SKU0013,Lemon Lime 35cl PET x12,Carbonated Soft Drink,12,12,1700,0,20400,0.0,20400.0,ENU01,FG03,
SO100819,2,SKU0005,Cola Max 60cl PET x12,Carbonated Soft Drink,4,2,2240,0,8960,0.0,8960.0,ENU01,FG03,
SO100819,3,SKU0032,Orange Burst 1L PET x24,Carbonated Soft Drink,16,16,5570,7,89120,6238.4,82881.6,ENU01,FG02,
SO100819,4,SKU0038,Bitter Lemon 50cl PET x24,Carbonated Soft Drink,50,50,3840,0,192000,0.0,192000.0,ABA01,FG01,
SO100820,1,SKU0049,Aqua Pure 1.5L PET x12,Water,3,3,2000,3,6000,180.0,5820.0,LAG01,FG02,
SO100820,2,SKU0005,Cola Max 60cl PET x12,Carbonated Soft Drink,4,4,2240,7,8960,627.2,8332.8,LAG02,FG03,
SO100820,3,SKU0007,Cola Max 1L PET x12,Carbonated Soft Drink,1,1,3140,10,3140,314.0,2826.0,LAG02,FG02,
SO100821,1,SKU0029,Orange Burst 60cl PET x12,Carbonated Soft Drink,5,2,2400,3,12000,360.0,11640.0,ABJ01,FG03,
SO100821,2,SKU0038,Bitter Lemon 50cl PET x24,Carbonated Soft Drink,1,1,3840,10,3840,384.0,3456.0,ABJ01,FG02,
SO100822,1,SKU0048,Aqua Pure 75cl PET x24,Water,36,36,2180,0,78480,0.0,78480.0,ABA01,FG01,
SO100822,2,SKU0029,Orange Burst 60cl PET x12,Carbonated Soft Drink,8,8,2400,3,19200,576.0,18624.0,ENU01,FG01,
SO100823,1,SKU0038,Bitter Lemon 50cl PET x24,Carbonated Soft Drink,91,91,3840,12,349440,41932.8,307507.2,ENU01,FG02,
SO100823,2,SKU9999,Orange Burst 1.5L PET x12,Carbonated Soft Drink,60,60,3810,10,228600,22860.0,205740.0,ENU01,FG03,
SO100824,1,SKU0003,Cola Max 50cl PET x12,Carbonated Soft Drink,5,5,1970,0,9850,0.0,9850.0,ABJ01,FG01,
SO100824,2,SKU0005,Cola Max 60cl PET x12,Carbonated Soft Drink,10,10,2240,12,22400,2688.0,19712.0,ABJ01,FG01,
SO100824,3,SKU0026,Orange Burst 35cl PET x24,Carbonated Soft Drink,3,2,3150,3,9450,283.5,9166.5,ABJ01,FG02,
SO100824,4,SKU0014,Lemon Lime 35cl PET x24,Carbonated Soft Drink,2,2,3280,2,6560,131.2,6428.8,ABJ01,FG02,
SO100824,5,SKU0062,Malt Spark 50cl PET x24,Malt Drink,5,5,5040,0,25200,0.0,25200.0,ABJ01,FG03,
SO100825,1,SKU0010,Cola Max 1.5L PET x24,Carbonated Soft Drink,13,13,7500,10,97500,9750.0,87750.0,ABJ01,FG03,
SO100825,2,SKU0035,Bitter Lemon 35cl PET x12,Carbonated Soft Drink,7,7,1730,2,12110,242.2,11867.8,ABJ01,FG01,
SO100826,1,SKU0030,Orange Burst 60cl PET x24,Carbonated Soft Drink,11,11,4110,5,45210,2260.5,42949.5,PHC01,FG01,
SO100826,2,SKU0029,Orange Burst 60cl PET x12,Carbonated Soft Drink,14,14,2400,5,33600,1680.0,31920.0,BEN01,FG01,
SO100827,1,SKU0017,Lemon Lime 60cl PET x12,Carbonated Soft Drink,10,10,2300,10,23000,2300.0,20700.0,BEN01,FG01,
SO100827,2,SKU0033,Orange Burst 1.5L PET x12,Carbonated Soft Drink,5,5,3810,0,19050,0.0,19050.0,BEN01,FG03,
SO100828,1,SKU0013,Lemon Lime 35cl PET x12,Carbonated Soft Drink,8,8,1700,2,13600,272.0,13328.0,BEN01,FG02,
SO100828,2,SKU0018,Lemon Lime 60cl PET x24,Carbonated Soft Drink,6,6,4090,3,24540,736.2,23803.8,PHC01,FG01,
SO100828,3,SKU0023,Lemon Lime 50cl Can x12,Carbonated Soft Drink,15,15,1900,0,28500,0.0,28500.0,BEN01,FG01,
SO100828,4,SKU0035,Bitter Lemon 35cl PET x12,Carbonated Soft Drink,6,6,1730,0,10380,0.0,10380.0,PHC01,FG02,
SO100828,5,SKU0005,Cola Max 60cl PET x12,Carbonated Soft Drink,6,6,2240,0,13440,0.0,13440.0,PHC01,FG03,
SO100829,1,SKU0048,Aqua Pure 75cl PET x24,Water,38,38,2180,0,82840,0.0,82840.0,BEN01,FG02,
SO100829,2,SKU0029,Orange Burst 60cl PET x12,Carbonated Soft Drink,4,4,2400,2,9600,192.0,9408.0,PHC01,FG03,
SO100829,3,SKU0004,Cola Max 50cl PET x24,Carbonated Soft Drink,5,5,3650,5,18250,912.5,17337.5,PHC01,FG02,
SO100830,1,SKU0005,Cola Max 60cl PET x12,Carbonated Soft Drink,19,19,2240,0,42560,0.0,42560.0,ENU01,FG03,
SO100831,1,SKU0012,Cola Max 50cl Can x24,Carbonated Soft Drink,10,10,3760,3,37600,1128.0,36472.0,KAD01,FG01,
SO100832,1,SKU0009,Cola Max 1.5L PET x12,Carbonated Soft Drink,18,18,4080,5,73440,3672.0,69768.0,ENU01,FG02,
SO100833,1,SKU0057,Ice Tea 33cl Can x12,Tea Drink,13,13,2310,2,30030,600.6,29429.4,KAD01,FG01,
SO100833,2,SKU0037,Bitter Lemon 50cl PET x12,Carbonated Soft Drink,55,55,1950,0,107250,0.0,107250.0,KAD01,FG02,
SO100833,3,SKU0016,Lemon Lime 50cl PET x24,Carbonated Soft Drink,19,10,3680,0,69920,0.0,69920.0,KAN01,FG03,
SO100833,4,SKU0032,Orange Burst 1L PET x24,Carbonated Soft Drink,13,13,5570,0,72410,0.0,72410.0,KAD01,FG02,
SO100833,5,SKU0005,Cola Max 60cl PET x12,Carbonated Soft Drink,26,26,2240,7,58240,4076.8,54163.2,KAD01,FG03,
SO100834,1,SKU0004,Cola Max 50cl PET x24,Carbonated Soft Drink,19,19,3650,12,69350,8322.0,61028.0,LAG02,FG02,
SO100834,2,SKU0046,Aqua Pure 50cl PET x24,Water,2,2,1730,3,3460,103.8,3356.2,LAG01,FG02,
SO100834,3,SKU0021,Lemon Lime 1.5L PET x12,Carbonated Soft Drink,3,3,3930,0,11790,0.0,11790.0,LAG01,FG03,
SO100834,4,SKU0003,Cola Max 50cl PET x12,Carbonated Soft Drink,7,7,1970,0,13790,0.0,13790.0,LAG02,FG02,
SO100835,1,SKU0027,Orange Burst 50cl PET x12,Carbonated Soft Drink,9,9,1970,5,17730,886.5,16843.5,ABA01,FG01,
SO100835,2,SKU0030,Orange Burst 60cl PET x24,Carbonated Soft Drink,9,9,4110,0,36990,0.0,36990.0,ENU01,FG02,
SO100835,3,SKU0037,Bitter Lemon 50cl PET x12,Carbonated Soft Drink,4,4,1950,3,7800,234.0,7566.0,ABA01,FG01,
SO100836,1,SKU0006,Cola Max 60cl PET x24,Carbonated Soft Drink,13,13,4380,0,56940,0.0,56940.0,ABA01,FG01,
SO100836,2,SKU0001,Cola Max 35cl PET x12,Carbonated Soft Drink,32,32,1780,10,56960,5696.0,51264.0,ENU01,FG01,
SO100837,1,SKU0003,Cola Max 50cl PET x12,Carbonated Soft Drink,52,52,1970,2,102440,2048.8,100391.2,KAD01,FG03,
SO100837,2,SKU0052,Energy Rush 33cl Can x24,Energy Drink,3,3,5500,10,16500,1650.0,14850.0,KAD01,DAMAGED,
SO100837,3,SKU0033,Orange Burst 1.5L PET x12,Carbonated Soft Drink,3,3,3810,3,11430,342.9,11087.1,KAN01,FG01,
SO100837,4,SKU0023,Lemon Lime 50cl Can x12,Carbonated Soft Drink,20,20,1900,0,38000,0.0,38000.0,KAN01,FG02,
SO100837,5,SKU0028,Orange Burst 50cl PET x24,Carbonated Soft Drink,21,17,3650,0,76650,0.0,76650.0,KAN01,FG02,
SO100838,1,SKU0033,Orange Burst 1.5L PET x12,Carbonated Soft Drink,44,44,3810,10,167640,16764.0,150876.0,ABJ01,FG02,
SO100838,2,SKU0029,Orange Burst 60cl PET x12,Carbonated Soft Drink,112,112,2400,5,268800,13440.0,255360.0,ABJ01,FG02,
SO100838,3,SKU0038,Bitter Lemon 50cl PET x24,Carbonated Soft Drink,72,72,3840,15,276480,41472.0,235008.0,ABJ01,FG02,
SO100839,1,SKU0019,Lemon Lime 1L PET x12,Carbonated Soft Drink,12,12,3080,0,36960,0.0,36960.0,PHC01,FG02,
SO100840,1,SKU0040,Bitter Lemon 50cl Can x24,Carbonated Soft Drink,23,23,3700,3,85100,2553.0,82547.0,KAD01,FG01,
SO100840,2,SKU0033,Orange Burst 1.5L PET x12,Carbonated Soft Drink,23,19,3810,3,87630,2628.9,85001.1,KAD01,FG01,
SO100840,3,SKU0014,Lemon Lime 35cl PET x24,Carbonated Soft Drink,5,5,3280,7,16400,1148.0,15252.0,KAD01,FG03,
SO100840,4,SKU0053,Energy Rush 40cl PET x12,Energy Drink,22,22,3160,0,69520,0.0,69520.0,KAD01,FG03,
SO100841,1,SKU0006,Cola Max 60cl PET x24,Carbonated Soft Drink,400,400,4380,5,1752000,87600.0,1664400.0,LAG01,FG03,
SO100842,1,SKU0049,Aqua Pure 1.5L PET x12,Water,7,7,2000,10,14000,1400.0,12600.0,LAG02,FG02,
SO100843,1,SKU0037,Bitter Lemon 50cl PET x12,Carbonated Soft Drink,24,24,1950,7,46800,3276.0,43524.0,ENU01,FG01,
SO100843,2,SKU0054,Energy Rush 40cl PET x24,Energy Drink,12,12,6420,5,77040,3852.0,73188.0,ENU01,FG01,
SO100843,3,SKU0048,Aqua Pure 75cl PET x24,Water,56,56,2180,7,122080,8545.6,113534.4,ABA01,FG01,
SO100843,4,SKU0011,Cola Max 50cl Can x12,Carbonated Soft Drink,132,76,1900,5,250800,12540.0,238260.0,ENU01,FG02,
SO100844,1,SKU0052,Energy Rush 33cl Can x24,Energy Drink,135,135,5500,15,742500,111375.0,631125.0,ABA01,FG01,
SO100844,2,SKU0061,Malt Spark 50cl PET x12,Malt Drink,27,27,2980,12,80460,9655.2,70804.8,ENU01,FG01,
SO100845,1,SKU0007,Cola Max 1L PET x12,Carbonated Soft Drink,5,5,3140,0,15700,0.0,15700.0,IBD01,FG02,
SO100845,2,SKU0004,Cola Max 50cl PET x24,Carbonated Soft Drink,1,1,3650,7,3650,255.5,3394.5,IBD01,FG01,
SO100846,1,SKU0049,Aqua Pure 1.5L PET x12,Water,10,10,2000,12,20000,2400.0,17600.0,IBD01,FG01,
SO100846,2,SKU0038,Bitter Lemon 50cl PET x24,Carbonated Soft Drink,88,88,3840,12,337920,40550.4,297369.6,IBD01,FG02,
SO100846,3,SKU0058,Ice Tea 33cl Can x24,Tea Drink,28,28,4290,5,120120,6006.0,114114.0,IBD01,FG03,
SO100846,4,SKU0004,Cola Max 50cl PET x24,Carbonated Soft Drink,45,45,3650,15,164250,24637.5,139612.5,IBD01,FG03,
SO100846,5,SKU0011,Cola Max 50cl Can x12,Carbonated Soft Drink,54,54,1900,15,102600,15390.0,87210.0,IBD01,FG01,
SO100846,6,SKU0014,Lemon Lime 35cl PET x24,Carbonated Soft Drink,54,54,3280,10,177120,17712.0,159408.0,IBD01,FG01,
SO100847,1,SKU0014,Lemon Lime 35cl PET x24,Carbonated Soft Drink,2,2,3280,2,6560,131.2,6428.8,KAD01,FG02,
SO100848,1,SKU0009,Cola Max 1.5L PET x12,Carbonated Soft Drink,3,3,4080,12,12240,1468.8,10771.2,PHC01,FG02,
SO100848,2,SKU0032,Orange Burst 1L PET x24,Carbonated Soft Drink,2,2,5570,2,11140,222.8,10917.2,BEN01,FG02,
SO100849,1,SKU0015,Lemon Lime 50cl PET x12,Carbonated Soft Drink,21,21,2080,5,43680,2184.0,41496.0,ABA01,FG02,
SO100850,1,SKU0030,Orange Burst 60cl PET x24,Carbonated Soft Drink,6,6,4110,12,24660,2959.2,21700.8,ENU01,FG01,
SO100851,1,SKU0014,Lemon Lime 35cl PET x24,Carbonated Soft Drink,4,4,3280,5,13120,656.0,12464.0,ABA01,FG03,
SO100851,2,SKU0015,Lemon Lime 50cl PET x12,Carbonated Soft Drink,96,96,2080,12,199680,23961.6,175718.4,ENU01,FG03,
SO100851,3,SKU0035,Bitter Lemon 35cl PET x12,Carbonated Soft Drink,54,43,1730,10,93420,9342.0,84078.0,ABA01,FG02,
SO100852,1,SKU0037,Bitter Lemon 50cl PET x12,Carbonated Soft Drink,10,10,1950,2,19500,390.0,19110.0,ABA01,FG01,
SO100853,1,SKU0002,Cola Max 35cl PET x24,Carbonated Soft Drink,8,8,3240,5,25920,1296.0,24624.0,PHC01,FG03,
SO100854,1,SKU0016,Lemon Lime 50cl PET x24,Carbonated Soft Drink,3,3,3680,10,11040,1104.0,9936.0,ENU01,FG03,
SO100854,2,SKU0015,Lemon Lime 50cl PET x12,Carbonated Soft Drink,24,24,2080,2,49920,998.4,48921.6,ABA01,FG03,
SO100854,3,SKU0014,Lemon Lime 35cl PET x24,Carbonated Soft Drink,10,7,3280,10,32800,3280.0,29520.0,ENU01,FG03,
SO100855,1,SKU0035,Bitter Lemon 35cl PET x12,Carbonated Soft Drink,2,2,1730,12,3460,415.2,3044.8,ABA01,FG01,
SO100855,2,SKU0010,Cola Max 1.5L PET x24,Carbonated Soft Drink,2,2,7500,3,15000,450.0,14550.0,ENU01,FG01,
SO100855,3,SKU0014,Lemon Lime 35cl PET x24,Carbonated Soft Drink,5,5,3280,10,16400,1640.0,14760.0,ABA01,FG02,
SO100855,4,SKU0023,Lemon Lime 50cl Can x12,Carbonated Soft Drink,11,11,1900,2,20900,418.0,20482.0,ABA01,FG01,
SO100856,1,SKU0033,Orange Burst 1.5L PET x12,Carbonated Soft Drink,5,5,3810,3,19050,571.5,18478.5,LAG01,FG02,
SO100856,2,SKU0012,Cola Max 50cl Can x24,Carbonated Soft Drink,2,2,3760,0,7520,0.0,7520.0,LAG01,FG01,
SO100856,3,SKU0014,Lemon Lime 35cl PET x24,Carbonated Soft Drink,3,3,3280,5,9840,492.0,9348.0,LAG01,FG01,
SO100857,1,SKU0027,Orange Burst 50cl PET x12,Carbonated Soft Drink,2,0,1970,12,3940,472.8,3467.2,ABJ01,FG03,No stock
SO100857,2,SKU0003,Cola Max 50cl PET x12,Carbonated Soft Drink,10,10,1970,3,19700,591.0,19109.0,ABJ01,FG03,
SO100857,3,SKU0036,Bitter Lemon 35cl PET x24,Carbonated Soft Drink,3,3,3220,3,9660,289.8,9370.2,ABJ01,FG03,
SO100858,1,SKU0018,Lemon Lime 60cl PET x24,Carbonated Soft Drink,48,48,4090,7,196320,13742.4,182577.6,ABA01,FG02,
SO100858,2,SKU0026,Orange Burst 35cl PET x24,Carbonated Soft Drink,140,140,3150,7,441000,30870.0,410130.0,ABA01,FG01,
SO100858,3,SKU0011,Cola Max 50cl Can x12,Carbonated Soft Drink,20,20,1900,12,38000,4560.0,33440.0,ABA01,FG03,
SO100858,4,SKU0053,Energy Rush 40cl PET x12,Energy Drink,30,24,3160,10,94800,9480.0,85320.0,ENU01,FG02,
SO100858,5,SKU0009,Cola Max 1.5L PET x12,Carbonated Soft Drink,54,54,4080,0,220320,0.0,220320.0,ENU01,FG03,
SO100859,1,SKU0013,Lemon Lime 35cl PET x12,Carbonated Soft Drink,12,12,1700,0,20400,0.0,20400.0,LAG01,FG03,
SO100859,2,SKU0015,Lemon Lime 50cl PET x12,Carbonated Soft Drink,8,8,2080,0,16640,0.0,16640.0,LAG02,FG03,
SO100859,3,SKU0045,Aqua Pure 50cl PET x12,Water,5,5,960,0,4800,0.0,4800.0,LAG01,DAMAGED,
SO100860,1,SKU0014,Lemon Lime 35cl PET x24,Carbonated Soft Drink,13,13,3280,7,42640,2984.8,39655.2,ABJ01,FG03,
SO100860,2,SKU0012,Cola Max 50cl Can x24,Carbonated Soft Drink,6,2,3760,5,22560,1128.0,21432.0,ABJ01,FG03,
SO100860,3,SKU0014,Lemon Lime 35cl PET x24,Carbonated Soft Drink,4,4,3280,5,13120,656.0,12464.0,ABJ01,FG03,
SO100860,4,SKU0027,Orange Burst 50cl PET x12,Carbonated Soft Drink,20,20,1970,0,39400,0.0,39400.0,ABJ01,FG03,
