order_id,order_date,customer_id,sap_customer_code,crm_reference,sales_org,distribution_channel,division,region,territory,sales_rep_id,order_type,order_status,payment_terms,requested_delivery_date,currency,gross_value,discount_value,net_order_value,source_system,created_by
SO100386,2026-01-26,CUST00150,BP500150,,SBC_NG,GT,BEV,North West Region,Kawo Route 2,SR0076,ZOR Standard Order,Partially Delivered,Cash,2026-01-28,NGN,20160,1411.2,18748.8,SAP,sales_admin2
SO100387,2026-05-16,CUST00363,BP500363,CRMORD-679175,SBC_NG,DIST,BEV,South East Region,Ekwulobia Route 1,SR0093,ZOR Standard Order,Completed,Cash,2026-05-20,NGN,113420,12350.4,101069.6,CRM API,sap_batch
SO100388,2026-02-23,CUST00179,BP500179,CRMORD-443905,SBC_NG,GT,BEV,South East Region,Nnewi Route 2,SR0092,ZOR Standard Order,Completed,Cash,2026-02-24,NGN,4800,144.0,4656.0,SAP,sales_admin2
SO100389,2026-03-10,CUST00412,BP500412,CRMORD-872219,SBC_NG,DIST,BEV,South South Region,GRA Benin Route 2,SR0084,ZOR Standard Order,Completed,30 Days,2026-03-15,NGN,41580,2079.0,39501.0,SAP,sales_admin2
SO100390,2026-04-29,CUST00014,BP500014,CRMORD-760759,SBC_NG,MT,BEV,South South Region,Ugbowo Route 2,SR0082,ZOR Standard Order,Completed,30 Days,2026-04-29,NGN,175350,6285.8,169064.2,SAP,sap_batch
SO100391,2026-01-03,CUST00587,BP500587,CRMORD-344056,SBC_NG,MT,BEV,North West Region,Fagge Route 2,SR0070,ZKA Key Account Order,Completed,30 Days,2026-01-03,NGN,2205480,210102.6,1995377.4,SAP,sales_admin2
SO100392,2026-05-22,CUST_DUP010,BP-DUP-010,CRMORD-198163,SBC_NG,HORECA,BEV,South East Region,Enugu Route 1,SR0047,ZOR Standard Order,Cancelled,Cash,2026-05-24,NGN,81600,5712.0,75888.0,SAP,sap_batch
SO100393,2026-03-09,CUST00482,BP500482,CRMORD-436777,SBC_NG,HORECA,BEV,South South Region,Ring Road Route 1,SR0085,ZOR Standard Order,Partially Delivered,Cash,2026-03-10,NGN,49360,2853.0,46507.0,SAP,sales_admin2
SO100394,2026-03-16,CUST00567,BP500567,CRMORD-792891,SBC_NG,GT,BEV,South East Region,Onitsha Route 2,SR0088,ZOR Standard Order,Open,7 Days,2026-03-17,NGN,35600,3544.0,32056.0,SAP,sap_batch
SO100395,2026-05-07,CUST00433,BP500433,CRMORD-888595,SBC_NG,KA,BEV,Lagos Region,Yaba Route 2,SR0012,ZOR Standard Order,Completed,14 Days,2026-05-09,NGN,99940,2993.4,96946.6,SAP,sales_admin2
SO100396,2026-01-25,CUST00443,BP500443,CRMORD-353146,SBC_NG,DIST,BEV,Lagos Region,Surulere Route 2,SR0004,ZOR Standard Order,Completed,Cash,2026-01-29,NGN,67610,4106.0,63504.0,SAP,sap_batch
SO100397,2026-02-05,CUST00121,BP500121,CRMORD-294381,SBC_NG,DIST,BEV,South West Region,Challenge Route 1,SR0041,ZOR Standard Order,Open,Cash,2026-02-06,NGN,65000,4710.2,60289.8,SAP,sales_admin2
SO100398,2026-03-21,CUST00261,BP500261,CRMORD-604520,SBC_NG,GT,BEV,North West Region,Sabon Tasha Route 1,SR0077,ZOR Standard Order,Completed,Cash,2026-03-22,NGN,22760,2241.2,20518.8,SAP,sales_admin2
SO100399,2026-03-31,CUST00187,BP500187,CRMORD-174912,SBC_NG,KA,BEV,North West Region,Barnawa Route 2,SR0074,ZOR Standard Order,Completed,7 Days,2026-04-05,NGN,48880,977.6,47902.4,SAP,sales_admin1
SO100400,2026-05-28,CUST00046,BP500046,CRMORD-208619,SBC_NG,MT,BEV,South West Region,Mokola Route 1,SR0045,ZCR Credit Order,Open,Cash,2026-05-30,NGN,17300,865.0,16435.0,SAP,sales_admin1
SO100401,2026-04-01,CUST00108,BP500108,CRMORD-217027,SBC_NG,KA,BEV,North West Region,Sabon Tasha Route 1,SR0068,ZCR Credit Order,Completed,Cash,2026-04-06,NGN,36810,736.2,36073.8,SAP,crm_sync
SO100402,2026-03-13,CUST00253,BP500253,CRMORD-567022,SBC_NG,HORECA,BEV,South East Region,Onitsha Route 2,SR0088,ZCR Credit Order,Completed,7 Days,2026-03-18,NGN,41220,2728.8,38491.2,SAP,sap_batch
SO100403,2026-04-29,CUST00528,BP500528,CRMORD-346266,SBC_NG,GT,BEV,South East Region,Awka Route 1,SR0089,ZFO Free-of-charge,Completed,30 Days,2026-04-30,NGN,125320,6515.2,118804.8,SAP,sales_admin1
SO100404,2026-05-05,CUST00195,BP500195,CRMORD-609236,SBC_NG,MT,BEV,North West Region,Fagge Route 1,SR0069,ZOR Standard Order,Cancelled,Cash,2026-05-10,NGN,13440,0.0,13440.0,SAP,regional_user
SO100405,2026-03-04,CUST00442,BP500442,CRMORD-975013,SBC_NG,KA,BEV,North West Region,Sabon Tasha Rte 2,SR0078,ZOR Standard Order,Completed,14 Days,2026-03-05,NGN,193740,4560.0,189180.0,SAP,sales_admin1
SO100406,2026-04-05,CUST00371,BP500371,CRMORD-282755,SBC_NG,GT,BEV,South East Region,New Haven Route 2,SR0050,ZOR Standard Order,Completed,Cash,2026-04-08,NGN,83800,3594.0,80206.0,SAP,sap_batch
SO100407,2026-05-01,CUST00086,BP500086,CRMORD-211953,SBC_NG,HORECA,BEV,South South Region,Port Harcourt Route 1,SR0013,ZOR Standard Order,Completed,Cash,2026-05-04,NGN,55700,0.0,55700.0,SAP,crm_sync
SO100408,2026-04-21,CUST00073,BP500073,CRMORD-793427,SBC_NG,MT,BEV,South West Region,Challenge Route 1,SR0041,ZOR Standard Order,Completed,Cash,2026-04-23,NGN,240920,11931.2,228988.8,SAP,crm_sync
SO100409,2026-03-10,CUST00333,BP500333,CRMORD-105207,SBC_NG,HORECA,BEV,South West Region,Challenge Route 2,SR0042,ZFO Free-of-charge,Partially Delivered,Cash,2026-03-12,NGN,42260,3486.0,38774.0,SAP,regional_user
SO100410,2026-03-31,CUST00330,BP500330,CRMORD-987808,SBC_NG,KA,BEV,South East Region,Ariaria Route 2,SR0060,ZOR Standard Order,Open,Cash,2026-04-01,NGN,89310,3225.6,86084.4,SAP,regional_user
SO100411,2026-04-06,CUST00459,BP500459,CRMORD-535861,SBC_NG,GT,BEV,South South Region,Trans-Amadi Route 2,SR0018,ZOR Standard Order,Completed,7 Days,2026-04-10,NGN,61700,6516.0,55184.0,SAP,crm_sync
SO100412,2026-03-11,CUST00420,BP500420,CRMORD-458048,SBC_NG,GT,BEV,South East Region,Independence Layout Route 2,SR0054,ZOR Standard Order,Partially Delivered,Cash,2026-03-12,NGN,189280,11498.0,177782.0,SAP,sales_admin1
SO100413,2026-04-12,CUST00370,BP500370,CRMORD-368486,SBC_NG,HORECA,BEV,South South Region,Eleme Route 2,SR0020,ZOR Standard Order,Completed,45 Days,2026-04-13,NGN,63920,4146.4,59773.6,SAP,sales_admin1
SO100414,2026-05-15,CUST00055,BP500055,CRMORD-248288,SBC_NG,DIST,BEV,North West Region,Sabon Tasha Route 1,SR0077,ZOR Standard Order,Completed,30 Days,2026-05-16,NGN,233750,3060.0,230690.0,SAP,sales_admin1
SO100415,2026-01-25,CUST00160,BP500160,CRMORD-785270,SBC_NG,GT,BEV,South West Region,Ibadan Route 1,SR0037,ZOR Standard Order,Completed,Cash,2026-01-27,NGN,110400,4758.0,105642.0,SAP,sales_admin1
SO100416,2026-03-20,CUST_DUP021,BP-DUP-021,CRMORD-611092,SBC_NG,MT,BEV,South West Region,Ibadan Route 2,SR0038,ZOR Standard Order,Completed,7 Days,2026-03-22,NGN,54140,3399.0,50741.0,SAP,regional_user
SO100417,2026-02-23,CUST00367,BP500367,CRMORD-635987,SBC_NG,HORECA,BEV,South East Region,Aba Rte 2,SR0056,ZOR Standard Order,Completed,30 Days,2026-02-26,NGN,137760,12666.0,125094.0,SAP,sales_admin2
SO100418,2026-01-02,CUST00046,BP500046,CRMORD-180477,SBC_NG,KA,BEV,South West Region,Mokola Route 1,SR0045,ZOR Standard Order,Partially Delivered,Cash,2026-01-03,NGN,68290,3675.9,64614.1,SAP,regional_user
SO100419,2026-04-17,CUST00507,BP500507,CRMORD-494289,SBC_NG,HORECA,BEV,South South Region,Ugbowo Route 1,SR0081,ZKA Key Account Order,Completed,Cash,2026-04-17,NGN,54160,640.8,53519.2,SAP,sales_admin1
SO100420,2026-05-08,CUST00570,BP500570,CRMORD-499944,SBC_NG,GT,BEV,South East Region,Ekwulobia Route 1,SR0093,ZOR Standard Order,Completed,7 Days,2026-05-11,NGN,125580,8925.0,108318.44,SAP,sales_admin2
SO100421,2026-01-17,CUST00455,BP500455,CRMORD-105848,SBC_NG,DIST,BEV,Lagos Region,Ikeja Route 2,SR0002,ZOR Standard Order,Completed,30 Days,2026-01-21,NGN,124600,6952.0,117648.0,SAP,crm_sync
SO100422,2026-04-22,CUST00291,BP500291,CRMORD-611814,SBC_NG,GT,BEV,South West Region,Ibadan Route 2,SR0038,ZOR Standard Order,Completed,7 Days,2026-04-23,NGN,79020,1868.9,77151.1,SAP,sales_admin1
SO100423,2026-01-24,CUST00547,BP500547,CRMORD-163782,SBC_NG,MT,BEV,South East Region,Ariaria Route 1,SR0059,ZOR Standard Order,Completed,Cash,2026-01-25,NGN,111040,10688.8,100351.2,SAP,regional_user
SO100424,2026-03-30,CUST00587,BP500587,CRMORD-477220,SBC_NG,DIST,BEV,North West Region,Fagge Route 2,SR0070,ZCR Credit Order,Completed,30 Days,2026-04-03,NGN,527100,50701.0,476399.0,CRM API,sales_admin1
SO100425,2026-01-01,CUST00321,BP500321,CRMORD-356876,SBC_NG,HORECA,BEV,North Central Region,Asokoro Route 2,SR0036,ZCR Credit Order,Completed,Cash,2026-01-06,NGN,102610,18329.0,72171.0,SAP,crm_sync
SO100426,2026-02-05,CUST00323,BP500323,CRMORD-365176,SBC_NG,GT,BEV,South East Region,Abakpa Route 2,SR0089,ZOR Standard Order,Open,14 Days,2026-02-08,NGN,11790,0.0,11790.0,SAP,crm_sync
SO100427,2026-01-01,CUST00131,BP500131,CRMORD-491833,SBC_NG,HORECA,BEV,Lagos Region,Yaba Route 1,SR0011,ZOR Standard Order,Partially Delivered,Cash,2026-01-06,NGN,63200,1480.0,61720.0,CRM API,sap_batch
SO100428,2026-01-21,CUST00204,BP500204,CRMORD-411508,SBC_NG,GT,BEV,North West Region,Sabon Gari Route 2,SR0066,ZOR Standard Order,Completed,30 Days,2026-01-22,NGN,31200,936.0,30264.0,SAP,regional_user
SO100429,2026-03-22,CUST00087,BP500087,CRMORD-890781,SBC_NG,KA,BEV,South South Region,Ring Road Route 1,SR0085,ZOR Standard Order,Completed,Cash,2026-03-24,NGN,47120,5564.8,41555.2,SAP,regional_user
SO100430,2026-05-07,CUST_DUP026,BP-DUP-026,CRMORD-672805,SBC_NG,DIST,BEV,South East Region,Umuahia Route 2,SR0058,ZOR Standard Order,Completed,Cash,2026-05-07,NGN,32160,955.2,31204.8,SAP,crm_sync
SO100431,2026-05-08,CUST00595,BP500595,CRMORD-515418,SBC_NG,GT,BEV,South South Region,Ugbowo Route 2,SR0082,ZOR Standard Order,Completed,Cash,2026-05-08,NGN,10500,0.0,10500.0,SAP,sales_admin1
SO100432,2026-05-15,CUST00409,BP500409,CRMORD-271369,SBC_NG,MT,BEV,North Central Region,Kubwa Route 2,SR0032,ZCR Credit Order,Completed,Cash,2026-05-16,NGN,235300,5002.8,230297.2,SAP,sales_admin2
SO100433,2026-04-10,CUST00469,BP500469,CRMORD-130987,SBC_NG,DIST,BEV,North West Region,Barnawa Route 2,SR0074,ZOR Standard Order,Completed,Cash,2026-04-10,NGN,206350,8033.0,198317.0,SAP,crm_sync
SO100434,2026-04-26,CUST00114,BP500114,CRMORD-528345,SBC_NG,MT,BEV,North Central Region,Kubwa Route 2,SR0032,ZOR Standard Order,Completed,Cash,2026-04-28,NGN,47840,3348.8,44491.2,SAP,crm_sync
SO100435,2026-05-05,CUST00396,BP500396,CRMORD-796242,SBC_NG,MT,BEV,South South Region,Trans-Amadi Route 1,SR0017,ZKA Key Account Order,Completed,Cash,2026-05-08,NGN,43460,475.2,42984.8,SAP,sales_admin2
SO100436,2026-05-15,CUST00208,BP500208,CRMORD-541731,SBC_NG,KA,BEV,Lagos Region,Ajah Route 2,SR0006,ZOR Standard Order,Completed,7 Days,2026-05-19,NGN,48850,1460.0,47390.0,SAP,sales_admin1
SO100437,2026-01-10,CUST00423,BP500423,CRMORD-187647,SBC_NG,GT,BEV,South East Region,Onitsha Route 2,SR0088,ZOR Standard Order,Completed,Cash,2026-01-14,NGN,176440,8436.8,168003.2,SAP,sap_batch
SO100438,2026-04-25,CUST00410,BP500410,CRMORD-223674,SBC_NG,GT,BEV,South East Region,Abakpa Route 1,SR0051,ZOR Standard Order,Completed,Cash,2026-04-25,NGN,6000,180.0,5820.0,SAP,crm_sync
SO100439,2026-04-02,CUST00144,BP500144,CRMORD-376177,SBC_NG,GT,BEV,South South Region,Ugbowo Route 1,SR0081,ZKA Key Account Order,Cancelled,7 Days,2026-04-02,NGN,280010,12477.2,267532.8,SAP,sap_batch
SO100440,2026-01-20,CUST00106,BP500106,CRMORD-632531,SBC_NG,KA,BEV,North Central Region,Gwarinpa Route 1,SR0058,ZOR Standard Order,Completed,7 Days,2026-01-20,NGN,58510,591.0,57919.0,SAP,sales_admin1
SO100441,2026-02-25,CUST00028,BP500028,CRMORD-350242,SBC_NG,DIST,BEV,Lagos Region,Yaba Route 2,SR0084,ZCR Credit Order,Completed,Cash,2026-02-26,NGN,42550,1200.0,41350.0,SAP,sales_admin2
SO100442,2026-04-09,CUST00021,BP500021,CRMORD-900046,SBC_NG,MT,BEV,Lagos Region,Lekki Route 1,SR0007,ZOR Standard Order,Completed,Cash,2026-04-11,NGN,350060,6040.0,344020.0,Manual Excel Upload,sales_admin1
SO100443,2026-04-26,CUST00230,BP500230,CRMORD-205495,SBC_NG,HORECA,BEV,South South Region,Ring Road Route 1,SR0085,ZOR Standard Order,Completed,Cash,2026-04-27,NGN,12000,1200.0,10800.0,SAP,crm_sync
SO100444,2026-01-19,CUST00457,BP500457,,SBC_NG,GT,BEV,South East Region,Umuahia Route 1,SR0057,ZOR Standard Order,Completed,7 Days,2026-01-21,NGN,112370,2500.5,109869.5,SAP,crm_sync
SO100445,2026-03-08,CUST00079,BP500079,CRMORD-567734,SBC_NG,MT,BEV,South South Region,Trans-Amadi Route 2,SR0018,ZOR Standard Order,Completed,Cash,2026-03-10,NGN,140180,2670.4,137509.6,SAP,regional_user
SO100446,2026-04-06,CUST00364,BP500364,CRMORD-819634,SBC_NG,GT,BEV,South East Region,New Haven Route 2,SR0050,ZOR Standard Order,Partially Delivered,30 Days,2026-04-10,NGN,266320,8134.4,258185.6,SAP,crm_sync
SO100447,2026-01-15,CUST00226,BP500226,CRMORD-702008,SBC_NG,DIST,BEV,South East Region,Awka Route 2,SR0090,ZOR Standard Order,Completed,Cash,2026-01-18,NGN,100120,6013.0,94107.0,SAP,crm_sync
SO100448,2026-04-23,CUST00240,BP500240,CRMORD-221279,SBC_NG,MT,BEV,North Central Region,GRA Benin Route 1,SR0083,ZCR Credit Order,Completed,45 Days,2026-04-24,NGN,121380,13839.0,107541.0,SAP,sales_admin1
SO100449,2026-03-02,CUST00109,BP500109,CRMORD-165782,SBC_NG,GT,BEV,South East Region,Umuahia Route 1,SR0057,ZFO Free-of-charge,Completed,14 Days,2026-03-07,NGN,105360,6405.6,98954.4,SAP,sales_admin2
SO100450,2026-03-16,CUST00433,BP500433,CRMORD-207821,SBC_NG,DIST,BEV,Lagos Region,Yaba Route 2,SR0012,ZKA Key Account Order,Completed,14 Days,2026-03-18,NGN,91450,6406.5,85043.5,SAP,crm_sync
SO100451,2026-03-30,CUST00103,BP500103,,SBC_NG,MT,BEV,North West Region,Tarauni Route 2,SR0068,ZOR Standard Order,Completed,7 Days,2026-04-01,NGN,90960,9096.0,81864.0,SAP,crm_sync
SO100452,2026-04-03,CUST00177,BP500177,CRMORD-195843,SBC_NG,KA,BEV,South East Region,Osisioma Route 1,SR0061,ZOR Standard Order,Completed,Cash,2026-04-06,NGN,117500,7719.0,109781.0,SAP,sales_admin1
SO100453,2026-02-27,CUST00448,BP500448,CRMORD-855427,SBC_NG,GT,BEV,South South Region,Eleme Route 1,SR0026,ZOR Standard Order,Completed,30 Days,2026-03-02,NGN,113060,7864.7,105195.3,SAP,regional_user
SO100454,2026-02-27,CUST00181,BP500181,CRMORD-776497,SBC_NG,DIST,BEV,South East Region,Umuahia Route 1,SR0057,ZKA Key Account Order,Completed,14 Days,2026-03-03,NGN,157480,5775.6,151704.4,SAP,crm_sync
SO100455,2026-04-09,CUST_DUP014,BP-DUP-014,CRMORD-641376,SBC_NG,GT,BEV,South East Region,Independence Layout Route 2,SR0054,ZOR Standard Order,Completed,30 Days,2026-04-11,NGN,110500,2490.0,108010.0,SAP,crm_sync
SO100456,2026-05-12,CUST00002,BP500002,CRMORD-582753,SBC_NG,HORECA,BEV,North Central Region,Wuse Route 2,SR0026,ZOR Standard Order,Completed,Cash,2026-05-16,NGN,87120,8352.9,78767.1,SAP,sap_batch
SO100457,2026-02-15,CUST00385,BP500385,,SBC_NG,DIST,BEV,South East Region,Enugu Route 2,SR0048,ZOR Standard Order,Completed,Cash,2026-02-16,NGN,16720,1224.0,15496.0,Manual Excel Upload,regional_user
SO100458,2026-05-17,CUST00558,BP500558,,SBC_NG,GT,BEV,South South Region,Bonny Route 1,SR0021,ZOR Standard Order,Completed,Cash,2026-05-20,NGN,46510,0.0,46510.0,SAP,sales_admin2
SO100459,2026-05-24,CUST00033,BP500033,CRMORD-390716,SBC_NG,KA,BEV,Lagos Region,Apapa Route 1,SR0009,ZKA Key Account Order,Completed,Cash,2026-05-25,NGN,131840,601.6,131238.4,SAP,crm_sync
SO100460,2026-01-18,CUST00192,BP500192,CRMORD-137219,SBC_NG,GT,BEV,South East Region,Independence Layout Route 1,SR0053,ZOR Standard Order,Open,14 Days,2026-01-18,NGN,92740,2877.2,89862.8,Manual Excel Upload,sales_admin2
SO100461,2026-02-27,CUST00275,BP500275,CRMORD-808333,SBC_NG,DIST,BEV,South East Region,Onitsha Route 1,SR0003,ZOR Standard Order,Partially Delivered,7 Days,2026-03-01,NGN,988400,66304.0,922096.0,SAP,sales_admin2
SO100462,2026-04-09,CUST00083,BP500083,CRMORD-405628,SBC_NG,DIST,BEV,South East Region,Nnewi Route 1,SR0091,ZOR Standard Order,Completed,Cash,2026-04-12,NGN,78480,3924.0,74556.0,SAP,sales_admin1
SO100463,2026-03-31,CUST00019,BP500019,CRMORD-570892,SBC_NG,KA,BEV,South East Region,New Haven Route 1,SR0049,ZOR Standard Order,Cancelled,30 Days,2026-04-02,NGN,72840,1782.0,71058.0,SAP,sales_admin1
SO100464,2026-02-21,CUST00372,BP500372,CRMORD-295779,SBC_NG,GT,BEV,South West Region,Dugbe Route 1,SR0043,ZOR Standard Order,Completed,Cash,2026-02-22,NGN,186710,4715.0,181995.0,SAP,regional_user
SO100465,2026-03-30,CUST00443,BP500443,CRMORD-260566,SBC_NG,HORECA,BEV,Lagos Region,Surulere Route 2,SR0004,ZOR Standard Order,Completed,Cash,2026-04-02,NGN,63920,3196.0,60724.0,SAP,sales_admin2
SO100466,2026-02-22,CUST00037,BP500037,CRMORD-115697,SBC_NG,MT,BEV,South South Region,Rumuokuta Route 2,SR0016,ZKA Key Account Order,Blocked,30 Days,2026-02-22,NGN,42080,2018.0,40062.0,SAP,regional_user
SO100467,2026-02-25,CUST00419,BP500419,CRMORD-765531,SBC_NG,GT,BEV,South East Region,Aba Route 2,SR0056,ZCR Credit Order,Partially Delivered,45 Days,2026-02-26,NGN,118180,6182.4,111997.6,SAP,regional_user
SO100468,2026-03-05,CUST00257,BP500257,CRMORD-297595,SBC_NG,DIST,BEV,Lagos Region,Ajah Route 1,SR0005,ZOR Standard Order,Cancelled,7 Days,2026-03-05,NGN,33900,2710.6,31189.4,SAP,sales_admin2
SO100469,2026-03-10,CUST00015,BP500015,CRMORD-871542,SBC_NG,DIST,BEV,South South Region,Oyigbo Route 1,SR0023,ZOR Standard Order,Completed,14 Days,2026-03-12,NGN,42800,420.0,42380.0,SAP,sap_batch
SO100470,2026-02-04,CUST00096,BP500096,CRMORD-781504,SBC_NG,GT,BEV,South East Region,New Haven Route 2,SR0050,ZOR Standard Order,Completed,7 Days,2026-02-05,NGN,73350,4431.0,68919.0,SAP,sales_admin1
SO100471,2026-03-06,CUST00484,BP500484,CRMORD-178158,SBC_NG,KA,BEV,North West Region,Kawo Route 2,SR0076,ZOR Standard Order,Completed,30 Days,2026-03-07,NGN,27980,1025.0,26955.0,SAP,sales_admin1
SO100472,2026-04-10,CUST00164,BP500164,,SBC_NG,HORECA,BEV,South East Region,Ekwulobia Route 1,SR0093,ZOR Standard Order,Completed,30 Days,2026-04-15,NGN,32540,1290.6,31249.4,SAP,sap_batch
SO100473,2026-05-21,CUST00486,BP500486,CRMORD-358568,SBC_NG,HORECA,BEV,South East Region,Abakpa Route 1,SR0051,ZOR Standard Order,Partially Delivered,45 Days,2026-05-23,NGN,21750,2391.0,19359.0,Manual Excel Upload,crm_sync
SO100474,2026-03-14,CUST_DUP035,BP-DUP-035,CRMORD-508879,SBC_NG,GT,BEV,North West Region,Sabon Gari Route 2,SR0066,ZOR Standard Order,Completed,Cash,2026-03-15,NGN,12750,1530.0,11220.0,SAP,crm_sync
SO100475,2026-03-16,CUST00421,BP500421,,SBC_NG,DIST,BEV,South West Region,Challenge Route 2,SR0042,ZOR Standard Order,Completed,14 Days,2026-03-16,NGN,91650,7726.5,83923.5,SAP,sales_admin1
SO100476,2026-04-04,CUST00034,BP500034,CRMORD-491622,SBC_NG,HORECA,BEV,Lagos Region,Apapa Route 1,SR0009,ZOR Standard Order,Partially Delivered,Cash,2026-04-06,NGN,34300,0.0,34300.0,SAP,crm_sync
SO100477,2026-01-21,CUST00069,BP500069,CRMORD-827312,SBC_NG,DIST,BEV,North Central Region,Maitama Route 1,SR0029,ZOR Standard Order,Completed,Cash,2026-01-26,NGN,852000,59722.0,792278.0,SAP,sales_admin2
SO100478,2026-01-27,CUST00314,BP500314,CRMORD-572053,SBC_NG,GT,BEV,South East Region,Abakpa Route 2,SR0052,ZKA Key Account Order,Completed,Cash,2026-01-28,NGN,127260,1307.1,125952.9,SAP,regional_user
SO100479,2026-02-21,CUST_DUP021,BP-DUP-021,CRMORD-183430,SBC_NG,DIST,BEV,South West Region,Ibadan Route 2,SR0038,ZOR Standard Order,Completed,7 Days,2026-02-22,NGN,333480,13293.6,320186.4,SAP,regional_user
SO100480,2026-01-03,CUST_DUP019,BP-DUP-019,CRMORD-665424,SBC_NG,HORECA,BEV,South East Region,Ekwulobia Route 2,SR0094,ZOR Standard Order,Completed,7 Days,2026-01-08,NGN,243180,20468.2,222711.8,CRM API,sales_admin1
SO100481,2026-01-30,CUST00536,BP500536,,SBC_NG,HORECA,BEV,South East Region,Abakpa Rte 2,SR0052,ZOR Standard Order,Completed,7 Days,2026-01-30,NGN,157500,0.0,157500.0,SAP,crm_sync
SO100482,2026-04-11,CUST00490,BP500490,,SBC_NG,MT,BEV,North West Region,Kaduna Route 2,SR0072,ZOR Standard Order,Cancelled,Cash,2026-04-13,NGN,32870,2906.4,29963.6,SAP,crm_sync
SO100483,2026-03-22,CUST00284,BP500284,CRMORD-690501,SBC_NG,HORECA,BEV,South South Region,Ring Road Route 1,SR0085,ZOR Standard Order,Completed,14 Days,2026-03-24,NGN,389760,38976.0,350784.0,SAP,sales_admin2
SO100484,2026-01-07,CUST00364,BP500364,,SBC_NG,KA,BEV,South East Region,New Haven Route 2,SR0050,ZOR Standard Order,Completed,30 Days,2026-01-09,NGN,7600,228.0,7372.0,SAP,sap_batch
SO100485,2026-05-27,CUST00179,BP500179,CRMORD-982305,SBC_NG,HORECA,BEV,South East Region,Nnewi Route 2,SR0092,ZKA Key Account Order,Completed,Cash,2026-05-29,NGN,136410,5562.6,130847.4,SAP,regional_user
SO100486,2026-04-21,CUST00269,BP500269,CRMORD-777924,SBC_NG,DIST,BEV,Lagos Region,Lekki Route 1,SR0007,ZKA Key Account Order,Completed,Cash,2026-04-22,NGN,60990,3419.5,57570.5,SAP,sap_batch
SO100487,2026-01-01,CUST00451,BP500451,CRMORD-900925,SBC_NG,HORECA,BEV,Lagos Region,Lekki Route 1,SR0007,ZOR Standard Order,Completed,Cash,2026-01-03,NGN,134100,0.0,134100.0,SAP,regional_user
SO100488,2026-04-10,CUST00191,BP500191,CRMORD-860035,SBC_NG,MT,BEV,South South Region,Trans-Amadi Route 2,SR0018,ZOR Standard Order,Completed,7 Days,2026-04-11,NGN,78670,8426.3,70243.7,SAP,crm_sync
SO100489,2026-04-02,CUST00548,BP500548,CRMORD-136234,SBC_NG,HORECA,BEV,North Central Region,Wuse Route 2,SR0026,ZKA Key Account Order,Completed,7 Days,2026-04-07,NGN,308560,2005.2,306554.8,SAP,crm_sync
SO100490,2026-02-10,CUST00538,BP500538,CRMORD-495889,SBC_NG,MT,BEV,North West Region,Barnawa Route 1,SR0073,ZOR Standard Order,Partially Delivered,14 Days,2026-02-10,NGN,59980,4036.2,55943.8,SAP,sales_admin2
SO100491,2026-05-30,CUST00598,BP500598,CRMORD-429765,SBC_NG,MT,BEV,South West Region,Mokola Route 2,SR0046,ZOR Standard Order,Partially Delivered,14 Days,2026-06-01,NGN,71630,1975.6,69654.4,SAP,sales_admin1
SO100492,2026-04-20,CUST00014,BP500014,CRMORD-342918,SBC_NG,DIST,BEV,South South Region,Ugbowo Route 2,SR0082,ZOR Standard Order,Completed,30 Days,2026-04-21,NGN,217270,7557.4,209712.6,SAP,sap_batch
SO100493,2026-04-08,CUST00360,BP500360,CRMORD-852596,SBC_NG,DIST,BEV,Lagos Region,Lekki Route 1,SR0007,ZOR Standard Order,Completed,7 Days,2026-04-10,NGN,6720,134.4,6585.6,SAP,regional_user
SO100494,2026-05-11,CUST00018,BP500018,,SBC_NG,GT,BEV,North West Region,Barnawa Route 2,SR0074,ZOR Standard Order,Completed,Cash,2026-05-12,NGN,149500,12207.3,137292.7,SAP,sales_admin1
SO100495,2026-03-06,CUST00165,BP500165,CRMORD-418086,SBC_NG,KA,BEV,North Central Region,Kubwa Route 1,SR0031,ZCR Credit Order,Completed,7 Days,2026-03-08,NGN,221880,16044.0,205836.0,SAP,crm_sync
SO100496,2026-01-30,CUST00320,BP500320,CRMORD-619466,SBC_NG,MT,BEV,Lagos Region,Yaba Route 1,SR0011,ZOR Standard Order,Completed,Cash,2026-02-01,NGN,460800,32256.0,428544.0,SAP,regional_user
SO100497,2026-03-21,CUST00194,BP500194,CRMORD-203501,SBC_NG,KA,BEV,South South Region,Trans-Amadi Route 1,SR0017,ZOR Standard Order,Completed,30 Days,2026-03-22,NGN,50010,0.0,50010.0,SAP,sap_batch
SO100498,2026-01-08,CUST00015,BP500015,CRMORD-747725,SBC_NG,HORECA,BEV,South South Region,Oyigbo Route 1,SR0025,ZOR Standard Order,Completed,14 Days,2026-01-09,NGN,171870,7067.4,164802.6,SAP,crm_sync
SO100499,2026-02-09,CUST00165,BP500165,CRMORD-668740,SBC_NG,DIST,BEV,North Central Region,Kubwa Route 1,SR0031,ZCR Credit Order,Blocked,7 Days,2026-02-09,NGN,136320,2236.8,134083.2,SAP,sap_batch
SO100500,2026-03-24,CUST00554,BP500554,CRMORD-340858,SBC_NG,HORECA,BEV,South South Region,Bonny Route 1,SR0021,ZOR Standard Order,Completed,Cash,2026-03-27,NGN,10900,901.0,9999.0,SAP,sales_admin1
