order_id,delivery_id,invoice_id,delivery_date,invoice_date,delivery_status,invoice_status,ordered_cases,confirmed_cases,delivered_cases,invoice_value,return_cases,return_reason,proof_of_delivery,payment_status
SO100911,DLV363684,INV747074,2026-02-08,2026-02-08,Delivered,Invoiced,141,141,141,366681.6,0,,Pending,Partially Paid
SO100912,DLV466195,INV781569,2026-04-21,2026-04-22,Delivered,Invoiced,25,25,25,86515.5,0,,Yes,Partially Paid
SO100913,DLV314916,INV746155,2026-01-24,2026-01-24,Delivered,Invoiced,52,52,52,172553.0,0,,Yes,Paid
SO100914,DLV343752,INV834079,2026-01-05,2026-01-05,Partially Delivered,Invoiced,2,2,1,4090.0,0,,Yes,Partially Paid
SO100915,DLV336300,INV860779,2026-01-19,2026-01-22,Partially Delivered,Invoiced,27,22,15,46863.22,0,,Yes,Paid
SO100916,DLV397345,INV719271,2026-05-02,2026-05-03,Delivered,Invoiced,3,3,3,5157.0,0,,Yes,Unpaid
SO100917,DLV499244,INV869226,2026-02-23,2026-02-23,Delivered,Invoiced,15,15,15,27790.5,0,,Pending,Paid
SO100918,DLV332401,,2026-05-04,,Delivered,Not Invoiced,7,7,7,0.0,0,,Yes,
SO100919,DLV344001,INV796082,2026-05-31,2026-06-03,Delivered,Invoiced,39,38,38,125185.64,0,,Yes,Unpaid
SO100920,DLV343855,INV898166,2026-05-22,2026-05-22,Delivered,Invoiced,12,12,12,30987.5,0,,Pending,Unpaid
SO100921,DLV314033,INV896509,2026-04-18,2026-04-19,Delivered,Invoiced,16,16,16,40062.6,0,,Yes,Paid
SO100922,,,,,Not Delivered,Not Invoiced,45,45,0,0.0,0,,,
SO100923,DLV479392,INV726522,2026-02-24,2026-02-26,Delivered,Invoiced,91,91,91,554910.5,0,,Yes,Unpaid
SO100924,,,,,Not Delivered,Not Invoiced,20,20,0,0.0,0,,,
SO100925,DLV330522,INV751094,2026-01-21,2026-01-22,Delivered,Invoiced,42,42,42,126524.6,0,,Yes,Paid
SO100926,,,,,Not Delivered,Not Invoiced,4,4,0,0.0,0,,,
SO100927,DLV441139,INV846012,2026-01-28,2026-01-31,Delivered,Invoiced,45,45,45,141097.5,0,,Yes,Paid
SO100928,DLV419275,INV895099,2026-03-16,2026-03-17,Partially Delivered,Invoiced,44,44,30,57812.73,0,,Yes,Paid
SO100929,DLV406991,,2026-03-06,,Delivered,Not Invoiced,17,17,17,0.0,0,,Yes,
SO100930,DLV411158,INV708052,2026-05-10,2026-05-13,Delivered,Invoiced,71,71,71,251328.0,0,,Yes,Paid
SO100931,DLV407478,INV701669,2026-03-21,2026-03-22,Delivered,Invoiced,4,4,4,14288.0,0,,Pending,Paid
SO100932,DLV402071,INV764584,2026-02-21,2026-02-21,Partially Delivered,Invoiced,129,129,105,341941.53,0,,Pending,Paid
SO100933,DLV471184,INV749197,2026-05-11,2026-05-13,Delivered,Partially Invoiced,43,43,43,133556.8,0,,Pending,Paid
SO100934,DLV430355,INV718177,2026-05-26,2026-05-26,Delivered,Invoiced,16,16,16,93923.2,0,,Yes,Overdue
SO100935,DLV372080,,2026-05-14,,Delivered,Not Invoiced,35,31,31,0.0,0,,No,
SO100936,DLV435593,INV858189,2026-06-01,2026-06-01,Delivered,Invoiced,27,27,27,104879.2,0,,Yes,Paid
SO100937,DLV445491,INV765904,2026-02-09,2026-02-12,Delivered,Invoiced,53,53,53,187656.4,0,,Pending,Paid
SO100938,DLV484284,INV830531,2026-04-21,2026-04-21,Delivered,Invoiced,13,13,13,54021.4,0,,Yes,Paid
SO100939,DLV481031,INV819391,2026-05-02,2026-05-03,Delivered,Invoiced,156,156,156,482732.8,0,,Yes,Paid
SO100940,DLV354325,INV886262,2026-01-18,2026-01-18,Delivered,Invoiced,19,19,19,43063.4,0,,Pending,Partially Paid
SO100941,DLV469094,INV855291,2026-03-13,2026-03-16,Partially Delivered,Invoiced,8,8,6,11820.0,0,,Pending,Paid
SO100942,,,,,Not Delivered,Not Invoiced,24,22,0,0.0,0,,,
SO100943,DLV346106,INV712698,2026-04-16,2026-04-16,Delivered,Invoiced,30,30,30,118260.0,0,,Yes,Partially Paid
SO100944,DLV366799,INV758669,2026-04-22,2026-04-22,Delivered,Invoiced,7,6,6,19842.51,0,,Yes,Paid
SO100945,DLV468948,INV866242,2026-04-08,2026-04-11,Delivered,Invoiced,68,63,63,212193.73,0,,Yes,Partially Paid
SO100946,DLV399277,INV757474,2026-05-26,2026-05-29,Delivered,Invoiced,12,12,12,17156.0,0,,Yes,Paid
SO100947,,,,,Not Delivered,Not Invoiced,25,25,0,0.0,0,,,
SO100948,DLV362563,INV714565,2026-03-10,2026-03-11,Partially Delivered,Partially Invoiced,105,105,79,214496.29,0,,Yes,Paid
SO100949,DLV324822,INV745581,2026-02-28,2026-02-28,Delivered,Invoiced,11,11,11,20482.0,0,,Yes,Unpaid
SO100950,DLV483214,INV749280,2026-01-30,2026-02-02,Delivered,Invoiced,36,22,22,79629.0,0,,Yes,Unpaid
SO100951,DLV453204,INV844480,2026-04-07,2026-04-08,Delivered,Invoiced,47,47,47,90171.0,0,,Yes,Paid
SO100952,DLV454536,INV751033,2026-02-05,2026-02-06,Partially Delivered,Invoiced,35,35,28,79651.2,4,Damaged bottles,Yes,Unpaid
SO100953,DLV469426,INV713975,2026-02-15,2026-02-15,Partially Delivered,Cancelled Invoice,3,3,2,4389.0,0,,Yes,
SO100954,DLV325306,INV763076,2026-06-02,2026-06-02,Partially Delivered,Invoiced,21,20,14,31580.8,0,,Pending,Overdue
SO100955,DLV345907,,2026-05-06,,Delivered,Not Invoiced,5,5,5,0.0,0,,Yes,
SO100956,DLV480287,INV851586,2026-05-01,2026-05-04,Delivered,Invoiced,5,5,5,13860.0,0,,Yes,Unpaid
SO100957,DLV325558,INV775154,2026-01-02,2026-01-02,Partially Delivered,Invoiced,34,32,13,34869.06,0,,No,Paid
SO100958,DLV370546,INV774340,2026-01-26,2026-01-27,Delivered,Invoiced,12,12,12,24431.0,0,,Yes,Paid
SO100959,DLV481437,INV845346,2026-01-29,2026-01-31,Delivered,Invoiced,27,27,27,43605.0,0,,Yes,Paid
SO100960,DLV490823,,2026-05-27,,Partially Delivered,Not Invoiced,23,23,19,0.0,0,,Yes,
SO100961,DLV368831,INV811927,2026-04-27,2026-04-28,Delivered,Invoiced,26,26,26,85131.0,0,,Yes,Paid
SO100962,,,,,Not Delivered,Not Invoiced,2,2,0,0.0,0,,,
SO100963,DLV330013,INV871869,2026-03-28,2026-03-29,Delivered,Invoiced,471,471,471,1560294.89,0,,Yes,Overdue
SO100964,,,,,Not Delivered,Not Invoiced,28,27,0,0.0,0,,,
SO100965,DLV308225,,2026-03-02,,Delivered,Not Invoiced,1,1,1,0.0,0,,Pending,
SO100966,DLV477761,INV897077,2026-02-17,2026-02-18,Partially Delivered,Invoiced,18,15,11,28420.82,0,,Yes,Paid
SO100967,DLV327142,INV838109,2026-05-25,2026-05-27,Delivered,Cancelled Invoice,35,35,35,111840.0,0,,Yes,
SO100968,DLV342622,INV733651,2026-03-26,2026-03-27,Partially Delivered,Invoiced,5,5,3,8760.6,0,,Yes,Partially Paid
SO100969,DLV353387,INV724453,2026-04-05,2026-04-05,Delivered,Invoiced,26,26,26,91083.6,0,,Yes,Paid
SO100970,DLV343010,INV836777,2026-05-18,2026-05-21,Delivered,Invoiced,3,3,3,9840.0,0,,Yes,Unpaid
SO100971,DLV358833,INV833317,2026-03-24,2026-03-24,Partially Delivered,Invoiced,424,424,250,609831.37,0,,Yes,Paid
SO100972,DLV454046,INV782100,2026-04-28,2026-04-28,Delivered,Invoiced,8,8,8,28569.6,0,,Pending,Paid
SO100973,DLV401586,INV731757,2026-04-27,2026-04-28,Delivered,Invoiced,6,6,6,16890.0,0,,Yes,Paid
SO100974,DLV468721,INV887556,2026-03-13,2026-03-15,Delivered,Invoiced,54,54,54,185427.4,0,,Yes,Overdue
SO100975,DLV384872,INV791549,2026-04-04,2026-04-05,Delivered,Partially Invoiced,356,304,304,1003663.17,0,,Yes,Unpaid
SO100976,DLV306534,,2026-01-28,,Delivered,Not Invoiced,595,595,595,0.0,0,,Yes,
SO100977,,,,,Not Delivered,Not Invoiced,45,40,0,0.0,0,,,
SO100978,DLV499569,INV878177,2026-01-13,2026-01-14,Delivered,Invoiced,7,7,7,13300.0,0,,Yes,Unpaid
SO100979,DLV428185,INV727322,2026-04-10,2026-04-11,Partially Delivered,Invoiced,40,40,27,78571.08,0,,Yes,Partially Paid
SO100980,,,,,Not Delivered,Not Invoiced,11,11,0,0.0,0,,,
SO100981,DLV479797,INV875399,2026-03-12,2026-03-13,Delivered,Invoiced,35,35,35,242742.5,0,,Yes,Unpaid
SO100982,DLV330587,INV780464,2026-05-23,2026-05-26,Delivered,Invoiced,20,20,20,44291.1,0,,Yes,Paid
SO100983,DLV385829,INV807381,2026-01-18,2026-01-19,Delivered,Invoiced,21,21,21,75456.0,0,,Yes,Paid
SO100984,DLV416862,INV864777,2026-05-30,2026-06-02,Delivered,Invoiced,4,4,4,9600.0,0,,Yes,Paid
SO100985,DLV326719,INV810239,2026-05-24,2026-05-24,Partially Delivered,Invoiced,8,8,7,11882.5,0,,Yes,Unpaid
SO100986,DLV393159,INV829528,2026-05-28,2026-05-28,Delivered,Partially Invoiced,29,27,27,125421.61,0,,Yes,Paid
SO100987,DLV391942,INV831832,2026-05-06,2026-05-09,Delivered,Invoiced,6,6,6,45000.0,0,,Yes,Paid
SO100988,DLV477399,INV797357,2026-01-20,2026-01-20,Delivered,Invoiced,30,22,22,103837.43,0,,Yes,Unpaid
SO100989,DLV309097,INV889393,2026-05-13,2026-05-14,Delivered,Cancelled Invoice,506,503,537,1971622.03,0,,Yes,
SO100990,DLV319553,INV741501,2026-05-10,2026-05-11,Delivered,Invoiced,230,172,172,425436.77,0,,Pending,Paid
SO100991,DLV461643,INV861517,2026-04-15,2026-04-18,Delivered,Invoiced,35,35,35,94788.1,0,,Yes,Paid
SO100992,DLV482307,INV730578,2026-01-16,2026-01-19,Delivered,Invoiced,28,54,54,282089.83,0,,Yes,Paid
SO100993,DLV313827,INV806547,2026-05-02,2026-05-02,Delivered,Invoiced,54,54,69,267444.0,0,,Yes,Overdue
SO100994,DLV488946,INV767240,2026-04-27,2026-04-30,Partially Delivered,Invoiced,13,10,4,7880.0,0,,Yes,Unpaid
SO100995,DLV483222,INV828639,2026-06-01,2026-06-01,Delivered,Invoiced,25,25,25,44753.6,0,,Yes,Unpaid
SO100996,DLV419816,INV867116,2026-02-05,2026-02-06,Delivered,Invoiced,72,72,72,196313.6,0,,Yes,Overdue
SO100997,DLV322037,INV851541,2026-03-07,2026-03-08,Delivered,Invoiced,51,51,51,91735.6,0,,Yes,Overdue
SO100998,DLV475024,INV806767,2026-03-12,2026-03-13,Delivered,Invoiced,11,11,11,42995.0,0,,Yes,Paid
SO100999,DLV455988,INV865562,2026-05-01,2026-05-02,Delivered,Invoiced,11,11,11,19855.0,0,,Yes,Paid
SO101000,DLV471479,INV751798,2026-02-25,2026-02-25,Delivered,Invoiced,12,12,12,23080.0,0,,Yes,Paid
SO101001,DLV399562,INV727850,2026-04-07,2026-04-08,Delivered,Invoiced,10,10,10,22029.8,0,,Yes,Paid
SO101002,DLV388180,INV895332,2026-05-11,2026-05-11,Delivered,Invoiced,27,23,23,77240.47,0,,Yes,Unpaid
SO101003,DLV359249,INV887313,2026-03-22,2026-03-23,Delivered,Cancelled Invoice,16,16,16,33280.0,0,,Yes,
SO101004,DLV455541,,2026-03-01,,Delivered,Not Invoiced,28,28,28,0.0,0,,Yes,
SO101005,DLV363124,INV868527,2026-04-19,2026-04-21,Partially Delivered,Invoiced,22,22,10,31519.64,0,,Yes,Unpaid
SO101006,DLV402354,,2026-02-18,,Delivered,Not Invoiced,17,17,17,0.0,0,,Pending,
SO101007,DLV441922,INV782215,2026-04-01,2026-04-02,Delivered,Invoiced,17,17,17,30600.0,0,,Yes,Unpaid
SO101008,DLV340470,INV883304,2026-05-06,2026-05-06,Delivered,Invoiced,7,7,7,26279.16,0,,Yes,Paid
SO101009,DLV461722,INV730233,2026-01-31,2026-01-31,Delivered,Partially Invoiced,5,5,5,8360.0,0,,Yes,Paid
SO101010,DLV405392,INV836961,2026-03-07,2026-03-09,Delivered,Invoiced,11,11,11,18253.6,0,,Yes,Paid
SO101011,,,,,Not Delivered,Not Invoiced,14,14,0,0.0,0,,,
SO101012,,,,,Not Delivered,Not Invoiced,55,55,0,0.0,0,,,
SO101013,DLV483993,,2026-03-26,,Partially Delivered,Not Invoiced,110,110,92,0.0,0,,Yes,
SO101014,DLV364564,INV883456,2026-04-20,2026-04-21,Delivered,Invoiced,5,5,5,8137.5,0,,Yes,Unpaid
SO101015,DLV464034,INV707334,2026-03-19,2026-03-19,Delivered,Invoiced,23,23,23,62203.0,0,,Yes,Unpaid
SO101016,DLV374217,INV868150,2026-02-07,2026-02-07,Delivered,Invoiced,3,3,3,5200.8,0,,Pending,Partially Paid
SO101017,DLV496159,INV823439,2026-02-14,2026-02-16,Delivered,Invoiced,32,32,32,68676.5,0,,Yes,Paid
SO101018,DLV406364,,2026-04-02,,Delivered,Not Invoiced,120,120,120,0.0,0,,Yes,
SO101019,DLV422507,INV822946,2026-01-27,2026-01-27,Delivered,Invoiced,21,17,17,43695.67,0,,Yes,Partially Paid
SO101020,DLV494898,INV865609,2026-03-11,2026-03-12,Delivered,Cancelled Invoice,95,95,95,152845.5,0,,Yes,
SO101021,DLV473815,INV891859,2026-02-21,2026-02-22,Delivered,Invoiced,36,36,36,108920.0,0,,Pending,Partially Paid
SO101022,DLV353510,INV829853,2026-01-15,2026-01-16,Delivered,Invoiced,3,3,3,10731.0,0,,Yes,Unpaid
SO101023,DLV417065,INV728948,2026-05-12,2026-05-13,Delivered,Invoiced,9,9,9,23665.0,0,,Yes,Paid
SO101024,DLV487770,INV783580,2026-04-24,2026-04-25,Delivered,Invoiced,7,7,7,14616.0,0,,Yes,Paid
SO101025,DLV337198,INV709168,2026-02-06,2026-02-07,Delivered,Invoiced,52,52,52,132800.0,0,,Yes,Paid
SO101026,DLV377210,INV870268,2026-04-01,2026-04-04,Delivered,Invoiced,161,121,121,582073.88,0,,Yes,Unpaid
SO101027,DLV333028,INV713159,2026-05-21,2026-05-21,Partially Delivered,Invoiced,16,16,13,39142.84,0,,No,Paid
SO101028,DLV478164,INV862527,2026-04-23,2026-04-25,Delivered,Invoiced,24,24,24,103667.7,0,,Yes,Paid
SO101029,DLV452132,INV799655,2026-02-26,2026-02-26,Delivered,Invoiced,204,195,195,520591.12,0,,Pending,Paid
SO101030,DLV341528,INV776376,2026-01-31,2026-02-03,Delivered,Invoiced,40,40,40,160407.0,0,,Yes,Partially Paid
SO101031,,,,,Not Delivered,Not Invoiced,9,8,0,0.0,0,,,
SO101032,DLV388569,INV799329,2026-04-13,2026-04-14,Delivered,Invoiced,25,17,17,67129.06,0,,Yes,Paid
SO101033,DLV350169,INV878056,2026-04-11,2026-04-11,Delivered,Invoiced,76,76,76,245321.4,13,Wrong SKU delivered,Yes,Paid
SO101034,,,,,Not Delivered,Not Invoiced,28,28,0,0.0,0,,,
SO101035,DLV336718,INV720181,2026-02-24,2026-02-26,Delivered,Invoiced,4,4,4,15248.4,0,,Yes,Paid
SO101036,DLV482878,INV727536,2026-03-08,2026-03-09,Delivered,Invoiced,30,30,30,100223.6,0,,Pending,Paid
SO101037,DLV485454,INV790972,2026-04-26,2026-04-29,Delivered,Invoiced,30,30,30,93451.7,0,,No,Paid
SO101038,DLV464915,INV865970,2026-02-19,2026-02-19,Partially Delivered,Invoiced,63,45,28,63900.93,0,,Yes,Paid
SO101039,,,,,Not Delivered,Not Invoiced,22,19,0,0.0,0,,,
SO101040,DLV426170,INV726755,2026-02-12,2026-02-14,Delivered,Invoiced,31,31,31,187576.4,0,,Yes,Paid
SO101041,DLV356990,INV720466,2026-03-12,2026-03-15,Delivered,Invoiced,15,15,15,100328.26,0,,Yes,Paid
SO101042,,,,,Not Delivered,Not Invoiced,2,2,0,0.0,0,,,
SO101043,DLV328620,INV789799,2026-03-04,2026-03-07,Partially Delivered,Invoiced,491,413,346,832653.44,0,,Yes,Paid
SO101044,DLV379092,INV706122,2026-01-28,2026-01-28,Delivered,Invoiced,3,3,3,11713.5,0,,Yes,Paid
SO101045,DLV443701,INV711948,2026-05-15,2026-05-16,Delivered,Invoiced,38,38,38,136429.6,0,,Yes,Overdue
SO101046,DLV482787,INV810549,2026-03-06,2026-03-09,Delivered,Invoiced,10,8,8,28309.12,0,,Pending,Paid
SO101047,DLV349713,INV890451,2026-04-01,2026-04-04,Delivered,Invoiced,11,9,9,22812.55,0,,Yes,Paid
SO101048,DLV450073,INV852045,2026-02-23,2026-02-25,Delivered,Invoiced,22,22,22,74679.0,0,,Yes,Unpaid
SO101049,DLV403393,INV713463,2026-04-07,2026-04-10,Delivered,Invoiced,27,27,27,44152.19,0,,Yes,Paid
SO101050,DLV424670,INV801634,2026-04-09,2026-04-11,Delivered,Invoiced,2,2,2,1862.4,0,,Yes,Unpaid
SO101051,DLV437926,INV825175,2026-03-03,2026-03-04,Delivered,Invoiced,24,9,9,26244.0,0,,Yes,Paid
SO101052,DLV357146,,2026-05-02,,Delivered,Not Invoiced,9,9,9,0.0,0,,Yes,
SO101053,DLV337222,,2026-03-11,,Delivered,Not Invoiced,108,108,108,0.0,0,,Yes,
SO101054,,,,,Not Delivered,Not Invoiced,48,35,0,0.0,0,,,
SO101055,,,,,Not Delivered,Not Invoiced,34,24,0,0.0,0,,,
SO101056,DLV310790,INV841101,2026-04-02,2026-04-05,Delivered,Cancelled Invoice,50,50,50,111882.0,0,,Yes,
SO101057,DLV388835,INV879504,2026-05-04,2026-05-05,Delivered,Invoiced,10,10,10,43922.4,0,,Yes,Unpaid
SO101058,DLV432073,INV704329,2026-02-04,2026-02-07,Delivered,Invoiced,31,31,31,114700.0,0,,Pending,Paid
SO101059,DLV424224,INV878410,2026-06-04,2026-06-05,Delivered,Invoiced,30,30,30,87887.6,0,,Yes,Paid
SO101060,DLV358702,INV719455,2026-02-10,2026-02-12,Delivered,Invoiced,87,87,87,298248.0,0,,Yes,Paid
SO101061,DLV448677,INV860085,2026-04-25,2026-04-27,Delivered,Invoiced,9,9,9,31836.0,0,,Pending,Paid
SO101062,DLV390027,INV771521,2026-03-24,2026-03-24,Partially Delivered,Invoiced,53,53,42,49644.79,0,,Yes,Partially Paid
SO101063,DLV394026,INV734449,2026-03-08,2026-03-09,Delivered,Invoiced,68,68,68,378064.0,0,,Yes,Paid
SO101064,DLV350986,INV763530,2026-04-26,2026-04-26,Delivered,Partially Invoiced,22,22,22,70966.4,0,,Yes,Paid
SO101065,DLV388841,INV895743,2026-02-17,2026-02-17,Delivered,Invoiced,37,35,35,102738.53,0,,Yes,Paid
SO101066,,,,,Not Delivered,Not Invoiced,45,44,0,0.0,0,,,
SO101067,DLV468673,INV879005,2026-01-06,2026-01-06,Delivered,Invoiced,43,43,43,190756.2,0,,Yes,Paid
SO101068,DLV303123,INV741132,2026-04-01,2026-04-02,Partially Delivered,Invoiced,7,6,3,7255.71,0,,Yes,Paid
SO101069,DLV469074,INV834500,2026-05-28,2026-05-28,Delivered,Cancelled Invoice,23,23,23,100428.0,0,,Yes,
SO101070,DLV454817,INV735570,2026-03-15,2026-03-16,Delivered,Partially Invoiced,3,3,3,2880.0,0,,Yes,Partially Paid
SO101071,DLV328344,INV859884,2026-03-13,2026-03-13,Delivered,Invoiced,19,19,19,83002.5,0,,Yes,Unpaid
SO101072,DLV457591,INV722867,2026-01-09,2026-01-09,Delivered,Invoiced,11,11,11,39708.0,0,,Yes,Paid
SO101073,DLV447794,INV894444,2026-01-28,2026-01-30,Delivered,Invoiced,40,40,40,80260.59,0,,Yes,Partially Paid
SO101074,DLV447431,INV707021,2026-04-17,2026-04-18,Delivered,Invoiced,25,25,25,76930.0,0,,Yes,Paid
SO101075,DLV488447,INV797575,2026-05-15,2026-05-18,Delivered,Invoiced,174,163,163,436842.62,0,,Yes,Paid
SO101076,DLV308690,INV750812,2026-02-08,2026-02-08,Delivered,Invoiced,196,158,158,339408.91,0,,Yes,Paid
SO101077,DLV452474,INV840311,2026-01-05,2026-01-08,Delivered,Invoiced,1,1,1,2071.0,0,,Pending,Paid
SO101078,DLV347035,INV813574,2026-03-04,2026-03-06,Delivered,Invoiced,18,11,11,20076.1,0,,Yes,Unpaid
SO101079,DLV455193,,2026-05-09,,Delivered,Not Invoiced,19,12,12,0.0,0,,Yes,
SO101080,DLV439130,INV720000,2026-05-11,2026-05-14,Delivered,Invoiced,12,12,12,32468.0,0,,Yes,Paid
SO101081,DLV319577,INV891813,2026-04-05,2026-03-31,Delivered,Invoiced,8,8,8,22265.6,0,,Yes,Paid
SO101082,DLV371960,INV773909,2026-03-09,2026-03-10,Delivered,Invoiced,142,142,142,343559.4,0,,Yes,Paid
SO101083,DLV351516,INV752514,2026-05-08,2026-05-08,Partially Delivered,Invoiced,255,255,137,298134.83,0,,Yes,Paid
SO101084,DLV407867,INV792950,2026-02-09,2026-02-12,Delivered,Invoiced,175,175,175,445902.0,0,,Yes,Paid
SO101085,DLV338204,INV878252,2026-05-10,2026-05-12,Delivered,Invoiced,29,29,29,79745.0,0,,Yes,Paid
SO101086,,,,,Not Delivered,Not Invoiced,6,6,0,0.0,0,,,
SO101087,,,,,Not Delivered,Not Invoiced,75,75,0,0.0,0,,,
SO101088,DLV451126,INV842385,2026-03-30,2026-03-31,Delivered,Invoiced,28,28,28,177784.8,0,,Yes,Paid
SO101089,,,,,Not Delivered,Not Invoiced,433,433,0,0.0,0,,,
SO101090,DLV491006,INV803675,2026-02-08,2026-02-08,Delivered,Invoiced,9,9,9,14791.5,0,,Yes,Overdue
SO101091,DLV398708,INV843666,2026-03-10,2026-03-10,Delivered,Invoiced,10,10,10,40082.0,1,Short delivery claim,Pending,Paid
SO101092,DLV327020,INV746718,2026-04-17,2026-04-17,Partially Delivered,Invoiced,29,23,10,60637.93,0,,Yes,Paid
SO101093,DLV398180,INV841330,2026-03-10,2026-03-11,Partially Delivered,Invoiced,10,10,8,27355.52,0,,Yes,Paid
SO101094,DLV373838,INV733675,2026-03-11,2026-03-11,Delivered,Invoiced,91,91,91,265620.0,0,,Yes,Paid
SO101095,DLV383046,INV714469,2026-04-14,2026-04-14,Delivered,Invoiced,9,7,7,24721.2,0,,Yes,Overdue
SO101096,DLV374789,INV852326,2026-03-09,2026-03-11,Delivered,Invoiced,7,7,7,17404.8,0,,Yes,Partially Paid
SO101097,DLV407255,INV870909,2026-02-17,2026-02-18,Partially Delivered,Invoiced,8,8,5,37750.0,0,,Yes,Paid
SO101098,DLV476627,INV750219,2026-03-21,2026-03-21,Delivered,Invoiced,637,625,625,1778810.54,0,,No,Paid
SO101099,DLV386975,INV792668,2026-02-04,2026-02-07,Partially Delivered,Invoiced,52,47,37,107034.83,0,,Yes,Paid
SO101100,,,,,Not Delivered,Not Invoiced,12,10,0,0.0,0,,,
SO101101,DLV469165,INV828860,2026-02-01,2026-02-02,Partially Delivered,Invoiced,12,12,9,21355.12,1,Short delivery claim,Yes,Overdue
SO101102,DLV378155,INV858055,2026-05-02,2026-05-03,Delivered,Cancelled Invoice,20,20,20,92889.0,0,,Yes,
SO101103,DLV338260,INV896222,2026-04-24,2026-04-24,Delivered,Invoiced,65,62,62,178117.22,4,Customer rejected,Yes,Unpaid
SO101104,DLV435508,INV738725,2026-03-16,2026-03-18,Partially Delivered,Invoiced,454,454,305,756178.98,0,,Pending,Unpaid
SO101105,DLV309552,INV827055,2026-05-30,2026-06-02,Delivered,Invoiced,58,48,48,96023.83,0,,Yes,Paid
SO101106,DLV392112,INV888936,2026-03-11,2026-03-11,Delivered,Invoiced,43,36,36,128404.47,0,,Yes,Partially Paid
SO101107,DLV482467,INV894711,2026-01-30,2026-01-30,Delivered,Invoiced,49,49,49,150054.2,0,,Yes,Paid
SO101108,DLV429890,INV897155,2026-04-15,2026-04-16,Delivered,Invoiced,28,28,28,95836.0,3,Short delivery claim,Yes,Partially Paid
SO101109,,,,,Not Delivered,Not Invoiced,380,380,0,0.0,0,,,
SO101110,DLV449203,INV855457,2026-02-09,2026-02-12,Delivered,Invoiced,2,2,2,5840.8,0,,Yes,Overdue
SO101111,,,,,Not Delivered,Not Invoiced,48,43,0,0.0,0,,,
SO101112,DLV435224,INV726176,2026-02-08,2026-02-11,Delivered,Invoiced,33,27,27,49124.62,0,,No,Paid
SO101113,DLV305508,INV700514,2026-04-12,2026-04-12,Delivered,Invoiced,21,15,15,59131.57,0,,Yes,Paid
SO101114,DLV344333,INV834986,2026-03-01,2026-03-02,Delivered,Invoiced,86,86,86,328887.0,0,,No,Overdue
SO101115,DLV322266,INV705364,2026-03-25,2026-03-25,Delivered,Invoiced,32,30,30,94333.31,0,,Pending,Paid
SO101116,DLV434642,INV755629,2026-03-17,2026-03-20,Partially Delivered,Invoiced,1,1,1,1691.0,0,,Yes,Paid
SO101117,DLV481336,INV892852,2026-03-10,2026-03-11,Delivered,Cancelled Invoice,303,303,303,886903.8,0,,Pending,
SO101118,DLV450342,INV877099,2026-05-14,2026-05-14,Delivered,Invoiced,73,67,67,190587.74,0,,Yes,Unpaid
SO101119,DLV416869,,2026-05-23,,Delivered,Not Invoiced,40,35,35,0.0,0,,Yes,
SO101120,DLV395439,INV703878,2026-03-02,2026-03-03,Delivered,Partially Invoiced,47,47,47,109527.0,0,,No,Paid
SO101121,DLV303278,INV723355,2026-03-24,2026-03-24,Partially Delivered,Invoiced,25,25,18,33681.46,0,,Yes,Partially Paid
SO101122,DLV329798,INV781104,2026-05-21,2026-05-23,Delivered,Invoiced,14,8,8,21141.71,0,,Yes,Paid
SO101123,DLV400537,INV790013,2026-05-26,2026-05-26,Delivered,Partially Invoiced,47,47,47,174556.0,0,,Yes,Paid
SO101124,DLV376901,INV810520,2026-02-04,2026-02-06,Partially Delivered,Invoiced,186,186,72,436369.94,8,Expired/near expiry,Yes,Overdue
SO101125,DLV414333,INV759585,2026-04-28,2026-04-29,Delivered,Invoiced,19,19,19,63593.6,0,,Yes,Paid
SO101126,DLV341202,INV712926,2026-05-04,2026-05-05,Delivered,Invoiced,84,84,84,234414.8,0,,Yes,Paid
SO101127,DLV399682,INV817782,2026-03-07,2026-03-07,Delivered,Invoiced,12,7,7,25336.5,0,,Yes,Paid
SO101128,,,,,Not Delivered,Not Invoiced,8,8,0,0.0,0,,,
SO101129,DLV428482,INV822946,2026-05-07,2026-05-07,Delivered,Invoiced,126,126,126,524016.0,0,,Yes,Paid
SO101130,DLV494372,INV734117,2026-04-01,2026-04-03,Delivered,Invoiced,34,34,34,117262.0,0,,Yes,Paid
SO101131,DLV365610,INV831394,2026-02-03,2026-02-03,Delivered,Invoiced,120,120,120,363240.0,0,,Yes,Paid
SO101132,DLV434972,INV775218,2026-02-22,2026-02-25,Delivered,Invoiced,22,21,21,93931.19,0,,Yes,Paid
SO101133,,,,,Not Delivered,Not Invoiced,47,45,0,0.0,0,,,
SO101134,DLV388287,INV803836,2026-05-16,2026-05-16,Delivered,Invoiced,12,12,12,35390.4,0,,Yes,Paid
SO101135,,,,,Not Delivered,Not Invoiced,33,30,0,0.0,0,,,
SO101136,DLV389905,,2026-05-17,,Delivered,Not Invoiced,28,25,25,0.0,0,,No,
SO101137,,,,,Not Delivered,Not Invoiced,32,32,0,0.0,0,,,
SO101138,DLV454942,,2026-04-18,,Partially Delivered,Not Invoiced,35,35,24,0.0,0,,Yes,
SO101139,,,,,Not Delivered,Not Invoiced,25,25,0,0.0,0,,,
SO101140,DLV400990,INV766574,2026-04-07,2026-04-08,Delivered,Invoiced,44,44,44,88774.4,0,,Yes,Overdue
