invoice_id,order_id,customer_id,invoice_date,due_date,invoice_value,amount_paid,outstanding_amount,payment_status,last_payment_date,collection_owner
INV793911,SO100896,CUST00052,2026-01-22,2026-01-22,101080.0,0,101080.0,Unpaid,,Regional Credit Officer
INV854107,SO100897,CUST00249,2026-02-18,2026-02-18,116480.14,116480.14,0.0,Paid,2026-03-01,Finance Team A
INV815950,SO100898,CUST00557,2026-05-02,2026-05-02,196499.78,114963.0,81536.78,Partially Paid,2026-05-20,Cash Sales
INV889729,SO100899,CUST00269,2026-01-03,2026-01-03,92163.74,92163.74,0.0,Paid,2026-01-12,Cash Sales
INV706549,SO100900,CUST00183,2026-01-12,2026-01-26,101349.95,224.64,101125.31,Overdue,2026-02-09,Cash Sales
INV787489,SO100901,CUST00502,2026-01-28,2026-01-28,279885.32,0,279885.32,,,Regional Credit Officer
INV834132,SO100902,CUST00289,2026-03-28,2026-04-11,105306.61,105306.61,0.0,Paid,2026-04-01,Regional Credit Officer
INV784647,SO100903,CUST00054,2026-03-31,2026-03-31,64552.5,64552.5,0.0,Paid,2026-04-12,Finance Team A
INV856705,SO100904,CUST00544,2026-04-25,2026-05-25,0.0,0.0,0.0,Paid,,Finance Team B
INV776236,SO100905,CUST_DUP025,2026-01-13,2026-01-13,85500.0,85500.0,0.0,Paid,2026-01-19,Finance Team B
INV767686,SO100906,CUST00133,2026-04-29,2026-04-29,65436.8,65436.8,0.0,Paid,2026-05-04,Cash Sales
INV801123,SO100908,CUST00519,2026-04-22,2026-04-22,774450.0,774450.0,0.0,Paid,2026-04-26,Regional Credit Officer
INV835248,SO100909,CUST_DUP003,2026-03-30,2026-04-06,58609.14,0,58609.14,Unpaid,,Finance Team A
INV714632,SO100910,CUST00392,2026-03-22,2026-04-05,197333.84,197333.84,0.0,Paid,2026-03-25,Regional Credit Officer
INV747074,SO100911,CUST00586,2026-02-08,2026-03-10,366681.6,150836.2,215845.4,Partially Paid,2026-03-15,Regional Credit Officer
INV781569,SO100912,CUST00108,2026-04-22,2026-04-22,86515.5,72466.53,14048.97,Partially Paid,2026-05-02,Finance Team A
INV746155,SO100913,CUST00442,2026-01-24,2026-02-07,172553.0,172553.0,0.0,Paid,2026-02-05,Finance Team A
INV834079,SO100914,CUST00057,2026-01-05,2026-02-04,4090.0,2214.75,1875.25,Partially Paid,2026-01-09,Regional Credit Officer
INV860779,SO100915,CUST00303,2026-01-22,2026-01-29,46863.22,46863.22,0.0,Paid,2026-02-14,Cash Sales
INV719271,SO100916,CUST00513,2026-05-03,2026-06-02,5157.0,0,5157.0,Unpaid,,Cash Sales
INV869226,SO100917,CUST_DUP005,2026-02-23,2026-02-23,27790.5,27790.5,0.0,Paid,2026-03-15,Cash Sales
INV796082,SO100919,CUST00170,2026-06-03,2026-06-03,125185.64,0,125185.64,Unpaid,,Finance Team A
INV898166,SO100920,CUST_DUP006,2026-05-22,2026-06-05,30987.5,0,30987.5,Unpaid,,Finance Team A
INV896509,SO100921,CUST00111,2026-04-19,2026-04-19,40062.6,40062.6,0.0,Paid,2026-05-02,Finance Team A
INV726522,SO100923,CUST00166,2026-02-26,2026-02-26,554910.5,0,554910.5,Unpaid,,Regional Credit Officer
INV751094,SO100925,CUST00508,2026-01-22,2026-02-21,126524.6,126524.6,0.0,Paid,2026-03-13,Regional Credit Officer
INV846012,SO100927,CUST00582,2026-01-31,2026-01-31,141097.5,141097.5,0.0,Paid,2026-02-11,Regional Credit Officer
INV895099,SO100928,CUST00410,2026-03-17,2026-03-17,57812.73,57812.73,0.0,Paid,2026-03-17,Cash Sales
INV708052,SO100930,CUST00074,2026-05-13,2026-05-20,251328.0,251328.0,0.0,Paid,2026-05-22,Cash Sales
INV701669,SO100931,CUST_DUP009,2026-03-22,2026-04-21,14288.0,14288.0,0.0,Paid,2026-04-09,Cash Sales
INV764584,SO100932,CUST00505,2026-02-21,2026-02-28,341941.53,341941.53,0.0,Paid,2026-03-20,Finance Team B
INV749197,SO100933,CUST00234,2026-05-13,2026-05-20,133556.8,133556.8,0.0,Paid,2026-05-29,Finance Team B
INV718177,SO100934,CUST00384,2026-05-26,2026-05-26,93923.2,13329.44,80593.76,Overdue,2026-06-13,Finance Team A
INV858189,SO100936,CUST00470,2026-06-01,2026-06-08,104879.2,104879.2,0.0,Paid,2026-06-06,Finance Team B
INV765904,SO100937,CUST00013,2026-02-12,2026-02-12,187656.4,187656.4,0.0,Paid,2026-02-23,Regional Credit Officer
INV830531,SO100938,CUST00435,2026-04-21,2026-04-21,54021.4,54021.4,0.0,Paid,2026-05-04,Regional Credit Officer
INV819391,SO100939,CUST00505,2026-05-03,2026-05-10,482732.8,482732.8,0.0,Paid,2026-05-03,Cash Sales
INV886262,SO100940,CUST00202,2026-01-18,2026-01-18,43063.4,27731.13,15332.27,Partially Paid,2026-01-28,Regional Credit Officer
INV855291,SO100941,CUST00594,2026-03-16,2026-03-16,11820.0,11820.0,0.0,Paid,2026-03-17,Finance Team B
INV712698,SO100943,CUST00069,2026-04-16,2026-04-16,118260.0,47624.3,70635.7,Partially Paid,2026-04-17,Finance Team B
INV758669,SO100944,CUST00350,2026-04-22,2026-04-22,19842.51,19842.51,0.0,Paid,2026-05-02,Cash Sales
INV866242,SO100945,CUST00023,2026-04-11,2026-04-25,212193.73,67417.21,144776.52,Partially Paid,2026-04-25,Cash Sales
INV757474,SO100946,CUST00079,2026-05-29,2026-05-29,17156.0,17156.0,0.0,Paid,2026-06-09,Finance Team B
INV714565,SO100948,CUST00379,2026-03-11,2026-03-11,214496.29,214496.29,0.0,Paid,2026-03-22,Finance Team A
INV745581,SO100949,CUST00581,2026-02-28,2026-03-07,20482.0,0,20482.0,Unpaid,,Finance Team B
INV749280,SO100950,CUST00077,2026-02-02,2026-02-02,79629.0,0,79629.0,Unpaid,,Regional Credit Officer
INV844480,SO100951,CUST00236,2026-04-08,2026-04-08,90171.0,90171.0,0.0,Paid,2026-04-17,Regional Credit Officer
INV751033,SO100952,CUST00069,2026-02-06,2026-02-06,79651.2,0,79651.2,Unpaid,,Cash Sales
INV713975,SO100953,CUST00543,2026-02-15,2026-03-17,4389.0,0,4389.0,,,Finance Team A
INV763076,SO100954,CUST00119,2026-06-02,2026-06-02,31580.8,5060.02,26520.78,Overdue,2026-06-06,Regional Credit Officer
INV851586,SO100956,CUST_DUP027,2026-05-04,2026-05-04,13860.0,0,13860.0,Unpaid,,Regional Credit Officer
INV775154,SO100957,CUST00036,2026-01-02,2026-01-02,34869.06,34869.06,0.0,Paid,2026-01-06,Finance Team B
INV774340,SO100958,CUST00487,2026-01-27,2026-01-27,24431.0,24431.0,0.0,Paid,2026-01-31,Cash Sales
INV845346,SO100959,CUST00010,2026-01-31,2026-02-07,43605.0,43605.0,0.0,Paid,2026-02-14,Regional Credit Officer
INV811927,SO100961,CUST00574,2026-04-28,2026-04-28,85131.0,85131.0,0.0,Paid,2026-05-09,Finance Team B
INV871869,SO100963,CUST00441,2026-03-29,2026-03-29,1560294.89,52411.96,1507882.93,Overdue,2026-04-01,Cash Sales
INV897077,SO100966,CUST00169,2026-02-18,2026-03-04,28420.82,28420.82,0.0,Paid,2026-03-03,Cash Sales
INV838109,SO100967,CUST00207,2026-05-27,2026-06-26,111840.0,0,111840.0,,,Cash Sales
INV733651,SO100968,CUST00445,2026-03-27,2026-03-27,8760.6,6039.81,2720.79,Partially Paid,2026-03-30,Regional Credit Officer
INV724453,SO100969,CUST00096,2026-04-05,2026-04-12,91083.6,91083.6,0.0,Paid,2026-04-13,Finance Team A
INV836777,SO100970,CUST00176,2026-05-21,2026-05-21,9840.0,0,9840.0,Unpaid,,Finance Team A
INV833317,SO100971,CUST00547,2026-03-24,2026-03-24,609831.37,609831.37,0.0,Paid,2026-03-28,Finance Team B
INV782100,SO100972,CUST00444,2026-04-28,2026-05-05,28569.6,28569.6,0.0,Paid,2026-05-02,Regional Credit Officer
INV731757,SO100973,CUST00484,2026-04-28,2026-05-28,16890.0,16890.0,0.0,Paid,2026-05-21,Regional Credit Officer
INV887556,SO100974,CUST00188,2026-03-15,2026-03-15,185427.4,31325.53,154101.87,Overdue,2026-03-24,Finance Team B
INV791549,SO100975,CUST00453,2026-04-05,2026-04-12,1003663.17,0,1003663.17,Unpaid,,Finance Team A
INV878177,SO100978,CUST00035,2026-01-14,2026-01-14,13300.0,0,13300.0,Unpaid,,Finance Team A
INV727322,SO100979,CUST00496,2026-04-11,2026-04-25,78571.08,23374.87,55196.21,Partially Paid,2026-05-14,Finance Team B
INV875399,SO100981,CUST00531,2026-03-13,2026-04-12,242742.5,0,242742.5,Unpaid,,Finance Team B
INV780464,SO100982,CUST00534,2026-05-26,2026-05-26,44291.1,44291.1,0.0,Paid,2026-05-31,Finance Team B
INV807381,SO100983,CUST00387,2026-01-19,2026-01-26,75456.0,75456.0,0.0,Paid,2026-02-08,Finance Team B
INV864777,SO100984,CUST00243,2026-06-02,2026-07-02,9600.0,9600.0,0.0,Paid,2026-07-08,Regional Credit Officer
INV810239,SO100985,CUST00490,2026-05-24,2026-05-24,11882.5,0,11882.5,Unpaid,,Finance Team B
INV829528,SO100986,CUST00362,2026-05-28,2026-05-28,125421.61,125421.61,0.0,Paid,2026-06-13,Cash Sales
INV831832,SO100987,CUST00443,2026-05-09,2026-05-09,45000.0,45000.0,0.0,Paid,2026-05-14,Regional Credit Officer
INV797357,SO100988,CUST00191,2026-01-20,2026-01-27,103837.43,0,103837.43,Unpaid,,Regional Credit Officer
INV889393,SO100989,CUST00125,2026-05-14,2026-05-14,1971622.03,0,1971622.03,,,Regional Credit Officer
INV741501,SO100990,CUST00307,2026-05-11,2026-05-25,425436.77,425436.77,0.0,Paid,2026-05-17,Finance Team A
INV861517,SO100991,CUST00600,2026-04-18,2026-04-18,94788.1,94788.1,0.0,Paid,2026-04-27,Cash Sales
INV730578,SO100992,CUST00563,2026-01-19,2026-02-02,282089.83,282089.83,0.0,Paid,2026-01-19,Regional Credit Officer
INV806547,SO100993,CUST00159,2026-05-02,2026-06-16,267444.0,78219.39,189224.61,Overdue,2026-05-24,Finance Team A
INV767240,SO100994,CUST00544,2026-04-30,2026-05-30,7880.0,0,7880.0,Unpaid,,Cash Sales
INV828639,SO100995,CUST00126,2026-06-01,2026-06-01,44753.6,0,44753.6,Unpaid,,Regional Credit Officer
INV867116,SO100996,CUST00337,2026-02-06,2026-02-06,196313.6,51014.56,145299.04,Overdue,2026-02-13,Regional Credit Officer
INV851541,SO100997,CUST00467,2026-03-08,2026-03-08,91735.6,19146.25,72589.35,Overdue,2026-03-14,Finance Team A
INV806767,SO100998,CUST00598,2026-03-13,2026-03-27,42995.0,42995.0,0.0,Paid,2026-03-30,Finance Team B
INV865562,SO100999,CUST00541,2026-05-02,2026-05-02,19855.0,19855.0,0.0,Paid,2026-05-04,Finance Team A
INV751798,SO101000,CUST00183,2026-02-25,2026-03-11,23080.0,23080.0,0.0,Paid,2026-03-17,Regional Credit Officer
INV727850,SO101001,CUST00206,2026-04-08,2026-04-08,22029.8,22029.8,0.0,Paid,2026-04-18,Finance Team A
INV895332,SO101002,CUST00179,2026-05-11,2026-05-11,77240.47,0,77240.47,Unpaid,,Cash Sales
INV887313,SO101003,CUST00347,2026-03-23,2026-04-22,33280.0,0,33280.0,,,Finance Team A
INV868527,SO101005,CUST00060,2026-04-21,2026-05-05,31519.64,0,31519.64,Unpaid,,Regional Credit Officer
INV782215,SO101007,CUST00596,2026-04-02,2026-04-16,30600.0,0,30600.0,Unpaid,,Finance Team B
INV883304,SO101008,CUST00088,2026-05-06,2026-05-13,26279.16,26279.16,0.0,Paid,2026-05-09,Finance Team B
INV730233,SO101009,CUST00417,2026-01-31,2026-01-31,8360.0,8360.0,0.0,Paid,2026-02-11,Finance Team A
INV836961,SO101010,CUST_DUP005,2026-03-09,2026-03-09,18253.6,18253.6,0.0,Paid,2026-03-19,Finance Team A
INV883456,SO101014,CUST00094,2026-04-21,2026-05-21,8137.5,0,8137.5,Unpaid,,Finance Team B
INV707334,SO101015,CUST00377,2026-03-19,2026-03-19,62203.0,0,62203.0,Unpaid,,Regional Credit Officer
INV868150,SO101016,CUST00055,2026-02-07,2026-03-09,5200.8,2036.49,3164.31,Partially Paid,2026-03-21,Regional Credit Officer
INV823439,SO101017,CUST00030,2026-02-16,2026-02-16,68676.5,68676.5,0.0,Paid,2026-03-02,Regional Credit Officer
INV822946,SO101019,CUST_DUP031,2026-01-27,2026-01-27,43695.67,28602.25,15093.42,Partially Paid,2026-02-13,Cash Sales
INV865609,SO101020,CUST_DUP021,2026-03-12,2026-03-19,152845.5,0,152845.5,,,Regional Credit Officer
INV891859,SO101021,CUST00541,2026-02-22,2026-02-22,108920.0,80329.89,28590.11,Partially Paid,2026-03-04,Finance Team A
INV829853,SO101022,CUST00226,2026-01-16,2026-01-16,10731.0,0,10731.0,Unpaid,,Finance Team B
INV728948,SO101023,CUST00121,2026-05-13,2026-05-13,23665.0,23665.0,0.0,Paid,2026-05-23,Finance Team A
INV783580,SO101024,CUST00445,2026-04-25,2026-04-25,14616.0,14616.0,0.0,Paid,2026-05-14,Regional Credit Officer
INV709168,SO101025,CUST00381,2026-02-07,2026-02-07,132800.0,132800.0,0.0,Paid,2026-02-14,Cash Sales
INV870268,SO101026,CUST00461,2026-04-04,2026-04-18,582073.88,0,582073.88,Unpaid,,Cash Sales
INV713159,SO101027,CUST00190,2026-05-21,2026-05-21,39142.84,39142.84,0.0,Paid,2026-05-22,Regional Credit Officer
INV862527,SO101028,CUST00517,2026-04-25,2026-05-02,103667.7,103667.7,0.0,Paid,2026-04-30,Cash Sales
INV799655,SO101029,CUST00317,2026-02-26,2026-03-28,520591.12,520591.12,0.0,Paid,2026-03-07,Finance Team B
INV776376,SO101030,CUST00562,2026-02-03,2026-03-05,160407.0,86820.06,73586.94,Partially Paid,2026-02-19,Regional Credit Officer
INV799329,SO101032,CUST00227,2026-04-14,2026-04-14,67129.06,67129.06,0.0,Paid,2026-04-27,Finance Team B
INV878056,SO101033,CUST00419,2026-04-11,2026-05-26,245321.4,245321.4,0.0,Paid,2026-04-20,Cash Sales
INV720181,SO101035,CUST00559,2026-02-26,2026-02-26,15248.4,15248.4,0.0,Paid,2026-03-03,Regional Credit Officer
INV727536,SO101036,CUST00516,2026-03-09,2026-03-09,100223.6,100223.6,0.0,Paid,2026-03-19,Regional Credit Officer
INV790972,SO101037,CUST00518,2026-04-29,2026-04-29,93451.7,93451.7,0.0,Paid,2026-05-19,Cash Sales
INV865970,SO101038,CUST00421,2026-02-19,2026-03-05,63900.93,63900.93,0.0,Paid,2026-03-20,Finance Team A
INV726755,SO101040,CUST00345,2026-02-14,2026-03-31,187576.4,187576.4,0.0,Paid,2026-03-30,Regional Credit Officer
INV720466,SO101041,CUST00312,2026-03-15,2026-03-15,100328.26,100328.26,0.0,Paid,2026-03-17,Finance Team B
INV789799,SO101043,CUST00398,2026-03-07,2026-03-07,832653.44,832653.44,0.0,Paid,2026-03-21,Cash Sales
INV706122,SO101044,CUST00167,2026-01-28,2026-02-04,11713.5,11713.5,0.0,Paid,2026-01-29,Finance Team B
INV711948,SO101045,CUST00137,2026-05-16,2026-05-30,136429.6,12535.73,123893.87,Overdue,2026-05-31,Finance Team B
INV810549,SO101046,CUST00025,2026-03-09,2026-03-09,28309.12,28309.12,0.0,Paid,2026-03-12,Regional Credit Officer
INV890451,SO101047,CUST00270,2026-04-04,2026-04-04,22812.55,22812.55,0.0,Paid,2026-04-14,Finance Team A
INV852045,SO101048,CUST00313,2026-02-25,2026-03-11,74679.0,0,74679.0,Unpaid,,Cash Sales
INV713463,SO101049,CUST00023,2026-04-10,2026-04-24,44152.19,44152.19,0.0,Paid,2026-04-27,Finance Team A
INV801634,SO101050,CUST00571,2026-04-11,2026-04-11,1862.4,0,1862.4,Unpaid,,Regional Credit Officer
INV825175,SO101051,CUST00223,2026-03-04,2026-03-04,26244.0,26244.0,0.0,Paid,2026-03-07,Regional Credit Officer
INV841101,SO101056,CUST00149,2026-04-05,2026-05-20,111882.0,0,111882.0,,,Regional Credit Officer
INV879504,SO101057,CUST00551,2026-05-05,2026-05-19,43922.4,0,43922.4,Unpaid,,Cash Sales
INV704329,SO101058,CUST00287,2026-02-07,2026-03-09,114700.0,114700.0,0.0,Paid,2026-03-01,Finance Team B
INV878410,SO101059,CUST00540,2026-06-05,2026-06-05,87887.6,87887.6,0.0,Paid,2026-06-17,Cash Sales
INV719455,SO101060,CUST00471,2026-02-12,2026-02-12,298248.0,298248.0,0.0,Paid,2026-03-02,Finance Team B
INV860085,SO101061,CUST00412,2026-04-27,2026-05-27,31836.0,31836.0,0.0,Paid,2026-04-27,Finance Team B
INV771521,SO101062,CUST00054,2026-03-24,2026-03-24,49644.79,20388.34,29256.45,Partially Paid,2026-04-04,Finance Team B
INV734449,SO101063,CUST00272,2026-03-09,2026-03-09,378064.0,378064.0,0.0,Paid,2026-03-28,Finance Team B
INV763530,SO101064,CUST00440,2026-04-26,2026-04-26,70966.4,70966.4,0.0,Paid,2026-05-13,Finance Team B
INV895743,SO101065,CUST00215,2026-02-17,2026-02-24,102738.53,102738.53,0.0,Paid,2026-03-10,Finance Team A
INV879005,SO101067,CUST00265,2026-01-06,2026-01-06,190756.2,190756.2,0.0,Paid,2026-01-18,Finance Team A
INV741132,SO101068,CUST_DUP011,2026-04-02,2026-04-09,7255.71,7255.71,0.0,Paid,2026-04-08,Cash Sales
INV834500,SO101069,CUST00244,2026-05-28,2026-05-28,100428.0,0,100428.0,,,Finance Team B
INV735570,SO101070,CUST00366,2026-03-16,2026-04-15,2880.0,912.18,1967.82,Partially Paid,2026-04-10,Finance Team A
INV859884,SO101071,CUST00375,2026-03-13,2026-03-20,83002.5,0,83002.5,Unpaid,,Cash Sales
INV722867,SO101072,CUST00022,2026-01-09,2026-01-16,39708.0,39708.0,0.0,Paid,2026-01-15,Cash Sales
INV894444,SO101073,CUST00571,2026-01-30,2026-01-30,80260.59,38476.03,41784.56,Partially Paid,2026-02-17,Finance Team A
INV707021,SO101074,CUST_DUP006,2026-04-18,2026-05-02,76930.0,76930.0,0.0,Paid,2026-05-12,Finance Team A
INV797575,SO101075,CUST00329,2026-05-18,2026-05-25,436842.62,436842.62,0.0,Paid,2026-05-30,Finance Team A
INV750812,SO101076,CUST00509,2026-02-08,2026-02-08,339408.91,339408.91,0.0,Paid,2026-02-15,Regional Credit Officer
INV840311,SO101077,CUSTX73145,2026-01-08,2026-02-07,2071.0,2071.0,0.0,Paid,2026-01-23,Finance Team B
INV813574,SO101078,CUST00312,2026-03-06,2026-03-06,20076.1,0,20076.1,Unpaid,,Finance Team B
INV720000,SO101080,CUST00119,2026-05-14,2026-05-14,32468.0,32468.0,0.0,Paid,2026-05-31,Cash Sales
INV891813,SO101081,CUST00098,2026-03-31,2026-03-31,22265.6,22265.6,0.0,Paid,2026-04-09,Finance Team A
INV773909,SO101082,CUST00327,2026-03-10,2026-03-17,343559.4,343559.4,0.0,Paid,2026-03-11,Finance Team A
INV752514,SO101083,CUST00223,2026-05-08,2026-05-08,298134.83,298134.83,0.0,Paid,2026-05-17,Finance Team A
INV792950,SO101084,CUST00553,2026-02-12,2026-02-26,445902.0,445902.0,0.0,Paid,2026-03-02,Finance Team A
INV878252,SO101085,CUST00463,2026-05-12,2026-05-26,79745.0,79745.0,0.0,Paid,2026-05-16,Finance Team A
INV842385,SO101088,CUST00533,2026-03-31,2026-03-31,177784.8,177784.8,0.0,Paid,2026-04-17,Finance Team A
INV803675,SO101090,CUST00036,2026-02-08,2026-02-08,14791.5,945.26,13846.24,Overdue,2026-02-28,Cash Sales
INV843666,SO101091,CUST00485,2026-03-10,2026-03-10,40082.0,40082.0,0.0,Paid,2026-03-25,Regional Credit Officer
INV746718,SO101092,CUST_DUP025,2026-04-17,2026-04-17,60637.93,60637.93,0.0,Paid,2026-04-19,Cash Sales
INV841330,SO101093,CUST00050,2026-03-11,2026-03-11,27355.52,27355.52,0.0,Paid,2026-03-31,Finance Team B
INV733675,SO101094,CUST00137,2026-03-11,2026-03-25,265620.0,265620.0,0.0,Paid,2026-04-09,Finance Team A
INV714469,SO101095,CUST00401,2026-04-14,2026-04-28,24721.2,2937.96,21783.24,Overdue,2026-05-07,Regional Credit Officer
INV852326,SO101096,CUST00316,2026-03-11,2026-03-11,17404.8,12418.69,4986.11,Partially Paid,2026-03-12,Finance Team B
INV870909,SO101097,CUST00464,2026-02-18,2026-02-25,37750.0,37750.0,0.0,Paid,2026-03-03,Finance Team B
INV750219,SO101098,CUST00223,2026-03-21,2026-03-21,1778810.54,1778810.54,0.0,Paid,2026-03-26,Finance Team A
INV792668,SO101099,CUST00480,2026-02-07,2026-02-07,107034.83,107034.83,0.0,Paid,2026-02-16,Finance Team A
INV828860,SO101101,CUST00321,2026-02-02,2026-02-02,21355.12,3071.35,18283.77,Overdue,2026-02-06,Cash Sales
INV858055,SO101102,CUST00418,2026-05-03,2026-05-03,92889.0,0,92889.0,,,Cash Sales
INV896222,SO101103,CUST00157,2026-04-24,2026-05-01,178117.22,0,178117.22,Unpaid,,Regional Credit Officer
INV738725,SO101104,CUST00038,2026-03-18,2026-03-18,756178.98,0,756178.98,Unpaid,,Finance Team A
INV827055,SO101105,CUST00349,2026-06-02,2026-06-02,96023.83,96023.83,0.0,Paid,2026-06-13,Finance Team B
INV888936,SO101106,CUST00103,2026-03-11,2026-03-18,128404.47,59309.84,69094.63,Partially Paid,2026-03-12,Regional Credit Officer
INV894711,SO101107,CUST00062,2026-01-30,2026-01-30,150054.2,150054.2,0.0,Paid,2026-01-30,Regional Credit Officer
INV897155,SO101108,CUST00056,2026-04-16,2026-05-31,95836.0,79668.33,16167.67,Partially Paid,2026-06-15,Cash Sales
INV855457,SO101110,CUST00116,2026-02-12,2026-02-12,5840.8,171.98,5668.82,Overdue,2026-03-03,Cash Sales
INV726176,SO101112,CUST00513,2026-02-11,2026-03-13,49124.62,49124.62,0.0,Paid,2026-03-07,Finance Team A
INV700514,SO101113,CUST00541,2026-04-12,2026-04-12,59131.57,59131.57,0.0,Paid,2026-05-01,Regional Credit Officer
INV834986,SO101114,CUST00454,2026-03-02,2026-03-02,328887.0,15883.16,313003.84,Overdue,2026-03-14,Finance Team A
INV705364,SO101115,CUST00478,2026-03-25,2026-04-24,94333.31,94333.31,0.0,Paid,2026-05-02,Finance Team B
INV755629,SO101116,CUST00539,2026-03-20,2026-03-20,1691.0,1691.0,0.0,Paid,2026-04-08,Regional Credit Officer
INV892852,SO101117,CUST00458,2026-03-11,2026-03-18,886903.8,0,886903.8,,,Cash Sales
INV877099,SO101118,CUST00450,2026-05-14,2026-05-21,190587.74,0,190587.74,Unpaid,,Regional Credit Officer
INV703878,SO101120,CUST00105,2026-03-03,2026-03-03,109527.0,109527.0,0.0,Paid,2026-03-19,Finance Team B
INV723355,SO101121,CUST00227,2026-03-24,2026-03-24,33681.46,26655.96,7025.5,Partially Paid,2026-03-24,Cash Sales
INV781104,SO101122,CUST00484,2026-05-23,2026-06-22,21141.71,21141.71,0.0,Paid,2026-07-10,Finance Team A
INV790013,SO101123,CUST00560,2026-05-26,2026-06-02,174556.0,174556.0,0.0,Paid,2026-06-15,Cash Sales
INV810520,SO101124,CUST00548,2026-02-06,2026-02-13,436369.94,32836.8,403533.14,Overdue,2026-02-10,Cash Sales
INV759585,SO101125,CUST00197,2026-04-29,2026-05-13,63593.6,63593.6,0.0,Paid,2026-05-11,Finance Team B
INV712926,SO101126,CUST00216,2026-05-05,2026-05-12,234414.8,234414.8,0.0,Paid,2026-05-26,Cash Sales
INV817782,SO101127,CUST00328,2026-03-07,2026-03-07,25336.5,25336.5,0.0,Paid,2026-03-07,Finance Team B
INV822946,SO101129,CUST00569,2026-05-07,2026-05-21,524016.0,524016.0,0.0,Paid,2026-06-05,Regional Credit Officer
INV734117,SO101130,CUST00010,2026-04-03,2026-04-10,117262.0,117262.0,0.0,Paid,2026-04-30,Regional Credit Officer
INV831394,SO101131,CUST00454,2026-02-03,2026-02-03,363240.0,363240.0,0.0,Paid,2026-02-19,Regional Credit Officer
INV775218,SO101132,CUST00308,2026-02-25,2026-03-27,93931.19,93931.19,0.0,Paid,2026-03-05,Regional Credit Officer
INV803836,SO101134,CUST_DUP011,2026-05-16,2026-05-23,35390.4,35390.4,0.0,Paid,2026-06-05,Finance Team B
INV766574,SO101140,CUST_DUP025,2026-04-08,2026-04-08,88774.4,21431.63,67342.77,Overdue,2026-04-15,Finance Team B
INV791134,SO101141,CUST00160,2026-02-02,2026-02-02,33884.81,12407.87,21476.94,Partially Paid,2026-02-04,Cash Sales
INV794970,SO101142,CUST00513,2026-03-14,2026-04-13,52514.5,28453.18,24061.32,Partially Paid,2026-04-19,Finance Team B
INV736318,SO101144,CUST00414,2026-02-17,2026-03-19,42681.84,11466.51,31215.33,Overdue,2026-04-06,Finance Team A
INV816351,SO101145,CUST00297,2026-03-30,2026-03-30,272018.0,272018.0,0.0,Paid,2026-04-05,Finance Team A
INV884032,SO101146,CUST00222,2026-02-18,2026-03-04,11664.0,0,11664.0,Unpaid,,Finance Team A
INV820607,SO101147,CUST00131,2026-01-12,2026-01-12,48820.97,48820.97,0.0,Paid,2026-01-12,Finance Team A
INV705343,SO101148,CUST00432,2026-03-28,2026-04-27,892452.0,892452.0,0.0,Paid,2026-04-01,Finance Team A
INV726642,SO101149,CUST00505,2026-01-15,2026-01-22,51273.6,42092.36,9181.24,Partially Paid,2026-01-20,Finance Team B
INV779078,SO101151,CUST00456,2026-02-21,2026-03-07,34581.2,34581.2,0.0,Paid,2026-03-11,Regional Credit Officer
INV827311,SO101152,CUST00128,2026-02-21,2026-03-23,3904.5,3904.5,0.0,Paid,2026-03-15,Finance Team A
INV868859,SO101153,CUST00058,2026-01-04,2026-01-04,147359.0,147359.0,0.0,Paid,2026-01-07,Cash Sales
INV741215,SO101154,CUST00447,2026-03-13,2026-03-27,13034.0,0,13034.0,Unpaid,,Finance Team A
INV863390,SO101155,CUST00157,2026-02-25,2026-03-04,40193.0,40193.0,0.0,Paid,2026-03-03,Finance Team A
INV768412,SO101156,CUST00528,2026-04-24,2026-05-24,105400.6,105400.6,0.0,Paid,2026-05-18,Finance Team B
INV863042,SO101158,CUST00011,2026-03-03,2026-04-02,67342.0,67342.0,0.0,Paid,2026-03-12,Cash Sales
INV763129,SO101159,CUSTX70422,2026-01-23,2026-02-06,103192.8,103192.8,0.0,Paid,2026-02-01,Cash Sales
INV718652,SO101160,CUST00299,2026-01-07,2026-01-07,101781.0,65201.2,36579.8,Partially Paid,2026-01-12,Regional Credit Officer
INV732569,SO101161,CUST00229,2026-05-02,2026-05-09,158551.07,79065.93,79485.14,Partially Paid,2026-05-10,Finance Team B
INV724186,SO101162,CUST00197,2026-04-15,2026-04-29,160920.0,0,160920.0,Unpaid,,Finance Team B
INV871841,SO101164,CUST00556,2026-05-23,2026-05-23,40230.0,0,40230.0,,,Cash Sales
INV833601,SO101165,CUST00463,2026-03-27,2026-04-10,75406.97,75406.97,0.0,Paid,2026-04-28,Regional Credit Officer
INV763294,SO101166,CUST00573,2026-06-10,2026-07-10,17800.0,0,17800.0,Unpaid,,Finance Team A
INV724833,SO101167,CUSTX78910,2026-04-06,2026-04-06,89532.62,89532.62,0.0,Paid,2026-04-14,Cash Sales
INV783031,SO101168,CUST00210,2026-03-15,2026-03-15,115423.97,43242.05,72181.92,Partially Paid,2026-03-25,Finance Team B
INV848858,SO101169,CUST00484,2026-05-11,2026-06-10,116278.72,116278.72,0.0,Paid,2026-05-11,Regional Credit Officer
INV895615,SO101171,CUST00551,2026-02-28,2026-03-14,211866.76,0,211866.76,Unpaid,,Finance Team A
