target_month,sales_rep_id,region,state,territory,category,target_cases,target_value
2026-02-01,SR0025,North Central Region,FCT,Wuse Route 1,Mixer,37,115700
2026-02-01,SR0025,North Central Region,FCT,Wuse Route 1,Tea Drink,59,209300
2026-02-01,SR0025,North Central Region,FCT,Wuse Route 1,Water,217,427100
2026-03-01,SR0025,North Central Region,FCT,Wuse Route 1,Carbonated Soft Drink,495,1729700
2026-03-01,SR0025,North Central Region,FCT,Wuse Route 1,Energy Drink,98,440000
2026-03-01,SR0025,North Central Region,FCT,Wuse Route 1,Malt Drink,106,393800
2026-03-01,SR0025,North Central Region,FCT,Wuse Route 1,Mixer,26,81300
2026-03-01,SR0025,North Central Region,FCT,Wuse Route 1,Tea Drink,96,340600
2026-03-01,SR0025,North Central Region,FCT,Wuse Route 1,Water,252,496000
2026-04-01,SR0025,North Central Region,FCT,Wuse Route 1,Carbonated Soft Drink,452,1579400
2026-04-01,SR0025,North Central Region,FCT,Wuse Route 1,Energy Drink,69,309800
2026-04-01,SR0025,North Central Region,FCT,Wuse Route 1,Malt Drink,144,535000
2026-04-01,SR0025,North Central Region,FCT,Wuse Route 1,Mixer,24,75100
2026-04-01,SR0025,North Central Region,FCT,Wuse Route 1,Tea Drink,107,379600
2026-04-01,SR0025,North Central Region,FCT,Wuse Route 1,Water,293,576700
2026-05-01,SR0025,North Central Region,FCT,Wuse Route 1,Carbonated Soft Drink,638,2229300
2026-05-01,SR0025,North Central Region,FCT,Wuse Route 1,Energy Drink,123,552300
2026-05-01,SR0025,North Central Region,FCT,Wuse Route 1,Malt Drink,124,460700
2026-05-01,SR0025,North Central Region,FCT,Wuse Route 1,Mixer,30,93800
2026-05-01,SR0025,North Central Region,FCT,Wuse Route 1,Tea Drink,80,283800
2026-05-01,SR0025,North Central Region,FCT,Wuse Route 1,Water,209,411400
2026-01-01,SR0026,North Central Region,FCT,Wuse Route 2,Carbonated Soft Drink,597,2086100
2026-01-01,SR0026,North Central Region,FCT,Wuse Route 2,Energy Drink,99,444500
2026-01-01,SR0026,North Central Region,FCT,Wuse Route 2,Malt Drink,145,538700
2026-01-01,SR0026,North Central Region,FCT,Wuse Route 2,Mixer,36,112600
2026-01-01,SR0026,North Central Region,FCT,Wuse Route 2,Tea Drink,143,507300
2026-01-01,SR0026,North Central Region,FCT,Wuse Route 2,Water,229,450700
2026-02-01,SR0026,North Central Region,FCT,Wuse Route 2,Carbonated Soft Drink,633,2211900
2026-02-01,SR0026,North Central Region,FCT,Wuse Route 2,Energy Drink,139,624100
2026-02-01,SR0026,North Central Region,FCT,Wuse Route 2,Malt Drink,166,616700
2026-02-01,SR0026,North Central Region,FCT,Wuse Route 2,Mixer,61,190800
2026-02-01,SR0026,North Central Region,FCT,Wuse Route 2,Tea Drink,158,560500
2026-02-01,SR0026,North Central Region,FCT,Wuse Route 2,Water,384,755800
2026-03-01,SR0026,North Central Region,FCT,Wuse Route 2,Carbonated Soft Drink,695,2428500
2026-03-01,SR0026,North Central Region,FCT,Wuse Route 2,Energy Drink,147,660000
2026-03-01,SR0026,North Central Region,FCT,Wuse Route 2,Malt Drink,150,557200
2026-03-01,SR0026,North Central Region,FCT,Wuse Route 2,Mixer,42,131400
2026-03-01,SR0026,North Central Region,FCT,Wuse Route 2,Tea Drink,85,301500
2026-03-01,SR0026,North Central Region,FCT,Wuse Route 2,Water,232,456700
2026-04-01,SR0026,North Central Region,FCT,Wuse Route 2,Carbonated Soft Drink,498,1740100
2026-04-01,SR0026,North Central Region,FCT,Wuse Route 2,Energy Drink,139,624100
2026-04-01,SR0026,North Central Region,FCT,Wuse Route 2,Malt Drink,158,587000
2026-04-01,SR0026,North Central Region,FCT,Wuse Route 2,Mixer,43,134500
2026-04-01,SR0026,North Central Region,FCT,Wuse Route 2,Tea Drink,115,408000
2026-04-01,SR0026,North Central Region,FCT,Wuse Route 2,Water,280,551100
2026-05-01,SR0026,North Central Region,FCT,Wuse Route 2,Carbonated Soft Drink,508,1775100
2026-05-01,SR0026,North Central Region,FCT,Wuse Route 2,Energy Drink,145,651000
2026-05-01,SR0026,North Central Region,FCT,Wuse Route 2,Malt Drink,238,884200
2026-05-01,SR0026,North Central Region,FCT,Wuse Route 2,Mixer,55,172000
2026-05-01,SR0026,North Central Region,FCT,Wuse Route 2,Tea Drink,141,500200
2026-05-01,SR0026,North Central Region,FCT,Wuse Route 2,Water,255,501900
2026-01-01,SR0027,North Central Region,FCT,Garki Route 1,Carbonated Soft Drink,582,2033700
2026-01-01,SR0027,North Central Region,FCT,Garki Route 1,Energy Drink,125,561200
2026-01-01,SR0027,North Central Region,FCT,Garki Route 1,Malt Drink,186,691000
2026-01-01,SR0027,North Central Region,FCT,Garki Route 1,Mixer,39,122000
2026-01-01,SR0027,North Central Region,FCT,Garki Route 1,Tea Drink,155,549900
2026-01-01,SR0027,North Central Region,FCT,Garki Route 1,Water,369,726300
2026-02-01,SR0027,North Central Region,FCT,Garki Route 1,Carbonated Soft Drink,564,1970800
2026-02-01,SR0027,North Central Region,FCT,Garki Route 1,Energy Drink,133,597200
2026-02-01,SR0027,North Central Region,FCT,Garki Route 1,Malt Drink,135,501500
2026-02-01,SR0027,North Central Region,FCT,Garki Route 1,Mixer,32,100100
2026-02-01,SR0027,North Central Region,FCT,Garki Route 1,Tea Drink,110,390200
2026-02-01,SR0027,North Central Region,FCT,Garki Route 1,Water,253,498000
2026-03-01,SR0027,North Central Region,FCT,Garki Route 1,Carbonated Soft Drink,850,2970100
2026-03-01,SR0027,North Central Region,FCT,Garki Route 1,Energy Drink,125,561200
2026-03-01,SR0027,North Central Region,FCT,Garki Route 1,Malt Drink,233,865600
2026-03-01,SR0027,North Central Region,FCT,Garki Route 1,Mixer,44,137600
2026-03-01,SR0027,North Central Region,FCT,Garki Route 1,Tea Drink,112,397300
2026-03-01,SR0027,North Central Region,FCT,Garki Route 1,Water,267,525500
2026-04-01,SR0027,North Central Region,FCT,Garki Route 1,Carbonated Soft Drink,763,2666100
2026-04-01,SR0027,North Central Region,FCT,Garki Route 1,Energy Drink,171,767800
2026-04-01,SR0027,North Central Region,FCT,Garki Route 1,Malt Drink,213,791300
2026-04-01,SR0027,North Central Region,FCT,Garki Route 1,Mixer,44,137600
2026-04-01,SR0027,North Central Region,FCT,Garki Route 1,Tea Drink,136,482500
2026-04-01,SR0027,North Central Region,FCT,Garki Route 1,Water,403,793200
2026-05-01,SR0027,North Central Region,FCT,Garki Route 1,Carbonated Soft Drink,730,2550800
2026-05-01,SR0027,North Central Region,FCT,Garki Route 1,Energy Drink,112,502900
2026-05-01,SR0027,North Central Region,FCT,Garki Route 1,Malt Drink,191,709600
2026-05-01,SR0027,North Central Region,FCT,Garki Route 1,Mixer,59,184500
2026-05-01,SR0027,North Central Region,FCT,Garki Route 1,Tea Drink,89,315700
2026-05-01,SR0027,North Central Region,FCT,Garki Route 1,Water,292,574800
2026-01-01,SR0028,North Central Region,FCT,Garki Route 2,Carbonated Soft Drink,511,1785600
2026-01-01,SR0028,North Central Region,FCT,Garki Route 2,Energy Drink,68,305300
2026-01-01,SR0028,North Central Region,FCT,Garki Route 2,Malt Drink,102,378900
2026-01-01,SR0028,North Central Region,FCT,Garki Route 2,Mixer,26,81300
2026-01-01,SR0028,North Central Region,FCT,Garki Route 2,Tea Drink,62,219900
2026-01-01,SR0028,North Central Region,FCT,Garki Route 2,Water,298,586600
2026-02-01,SR0028,North Central Region,FCT,Garki Route 2,Carbonated Soft Drink,584,2040600
2026-02-01,SR0028,North Central Region,FCT,Garki Route 2,Energy Drink,106,475900
2026-02-01,SR0028,North Central Region,FCT,Garki Route 2,Malt Drink,109,404900
2026-02-01,SR0028,North Central Region,FCT,Garki Route 2,Mixer,30,93800
2026-02-01,SR0028,North Central Region,FCT,Garki Route 2,Tea Drink,59,209300
2026-02-01,SR0028,North Central Region,FCT,Garki Route 2,Water,146,287400
2026-03-01,SR0028,North Central Region,FCT,Garki Route 2,Carbonated Soft Drink,358,1250900
2026-03-01,SR0028,North Central Region,FCT,Garki Route 2,Energy Drink,108,484900
2026-03-01,SR0028,North Central Region,FCT,Garki Route 2,Malt Drink,98,364100
2026-03-01,SR0028,North Central Region,FCT,Garki Route 2,Mixer,22,68800
2026-03-01,SR0028,North Central Region,FCT,Garki Route 2,Tea Drink,103,365400
2026-03-01,SR0028,North Central Region,FCT,Garki Route 2,Water,193,379900
2026-04-01,SR0028,North Central Region,FCT,Garki Route 2,Carbonated Soft Drink,516,1803000
2026-04-01,SR0028,North Central Region,FCT,Garki Route 2,Energy Drink,66,296300
2026-04-01,SR0028,North Central Region,FCT,Garki Route 2,Malt Drink,128,475500
2026-04-01,SR0028,North Central Region,FCT,Garki Route 2,Mixer,26,81300
2026-04-01,SR0028,North Central Region,FCT,Garki Route 2,Tea Drink,55,195100
2026-04-01,SR0028,North Central Region,FCT,Garki Route 2,Water,298,586600
2026-05-01,SR0028,North Central Region,FCT,Garki Route 2,Carbonated Soft Drink,619,2162900
2026-05-01,SR0028,North Central Region,FCT,Garki Route 2,Energy Drink,104,467000
2026-05-01,SR0028,North Central Region,FCT,Garki Route 2,Malt Drink,131,486700
2026-05-01,SR0028,North Central Region,FCT,Garki Route 2,Mixer,40,125100
2026-05-01,SR0028,North Central Region,FCT,Garki Route 2,Tea Drink,104,368900
2026-05-01,SR0028,North Central Region,FCT,Garki Route 2,Water,284,559000
2026-01-01,SR0029,North Central Region,FCT,Maitama Route 1,Carbonated Soft Drink,411,1436100
2026-01-01,SR0029,North Central Region,FCT,Maitama Route 1,Energy Drink,80,359200
2026-01-01,SR0029,North Central Region,FCT,Maitama Route 1,Malt Drink,113,419800
2026-01-01,SR0029,North Central Region,FCT,Maitama Route 1,Mixer,48,150100
2026-01-01,SR0029,North Central Region,FCT,Maitama Route 1,Tea Drink,109,386700
2026-01-01,SR0029,North Central Region,FCT,Maitama Route 1,Water,347,683000
2026-02-01,SR0029,North Central Region,FCT,Maitama Route 1,Carbonated Soft Drink,681,2379600
2026-02-01,SR0029,North Central Region,FCT,Maitama Route 1,Energy Drink,153,687000
2026-02-01,SR0029,North Central Region,FCT,Maitama Route 1,Malt Drink,116,430900
2026-02-01,SR0029,North Central Region,FCT,Maitama Route 1,Mixer,53,165800
2026-02-01,SR0029,North Central Region,FCT,Maitama Route 1,Tea Drink,70,248300
2026-02-01,SR0029,North Central Region,FCT,Maitama Route 1,Water,260,511800
2026-03-01,SR0029,North Central Region,FCT,Maitama Route 1,Carbonated Soft Drink,754,2634700
2026-03-01,SR0029,North Central Region,FCT,Maitama Route 1,Energy Drink,148,664500
2026-03-01,SR0029,North Central Region,FCT,Maitama Route 1,Malt Drink,101,375200
2026-03-01,SR0029,North Central Region,FCT,Maitama Route 1,Mixer,43,134500
2026-03-01,SR0029,North Central Region,FCT,Maitama Route 1,Tea Drink,115,408000
2026-03-01,SR0029,North Central Region,FCT,Maitama Route 1,Water,225,442900
2026-04-01,SR0029,North Central Region,FCT,Maitama Route 1,Carbonated Soft Drink,430,1502500
2026-04-01,SR0029,North Central Region,FCT,Maitama Route 1,Energy Drink,141,633100
2026-04-01,SR0029,North Central Region,FCT,Maitama Route 1,Malt Drink,125,464400
2026-04-01,SR0029,North Central Region,FCT,Maitama Route 1,Mixer,48,150100
2026-04-01,SR0029,North Central Region,FCT,Maitama Route 1,Tea Drink,87,308600
2026-04-01,SR0029,North Central Region,FCT,Maitama Route 1,Water,345,679100
2026-05-01,SR0029,North Central Region,FCT,Maitama Route 1,Carbonated Soft Drink,438,1530500
2026-05-01,SR0029,North Central Region,FCT,Maitama Route 1,Energy Drink,151,678000
2026-05-01,SR0029,North Central Region,FCT,Maitama Route 1,Malt Drink,101,375200
2026-05-01,SR0029,North Central Region,FCT,Maitama Route 1,Mixer,35,109500
2026-05-01,SR0029,North Central Region,FCT,Maitama Route 1,Tea Drink,74,262500
2026-05-01,SR0029,North Central Region,FCT,Maitama Route 1,Water,271,533400
2026-01-01,SR0030,North Central Region,FCT,Maitama Route 2,Carbonated Soft Drink,829,2896700
2026-01-01,SR0030,North Central Region,FCT,Maitama Route 2,Energy Drink,125,561200
2026-01-01,SR0030,North Central Region,FCT,Maitama Route 2,Malt Drink,128,475500
2026-01-01,SR0030,North Central Region,FCT,Maitama Route 2,Mixer,55,172000
2026-01-01,SR0030,North Central Region,FCT,Maitama Route 2,Tea Drink,153,542800
2026-01-01,SR0030,North Central Region,FCT,Maitama Route 2,Water,240,472400
2026-02-01,SR0030,North Central Region,FCT,Maitama Route 2,Carbonated Soft Drink,727,2540300
2026-02-01,SR0030,North Central Region,FCT,Maitama Route 2,Energy Drink,173,776800
2026-02-01,SR0030,North Central Region,FCT,Maitama Route 2,Malt Drink,119,442100
2026-02-01,SR0030,North Central Region,FCT,Maitama Route 2,Mixer,43,134500
2026-02-01,SR0030,North Central Region,FCT,Maitama Route 2,Tea Drink,122,432800
2026-02-01,SR0030,North Central Region,FCT,Maitama Route 2,Water,394,775500
2026-03-01,SR0030,North Central Region,FCT,Maitama Route 2,Carbonated Soft Drink,898,3137800
2026-03-01,SR0030,North Central Region,FCT,Maitama Route 2,Energy Drink,104,467000
2026-03-01,SR0030,North Central Region,FCT,Maitama Route 2,Malt Drink,152,564700
2026-03-01,SR0030,North Central Region,FCT,Maitama Route 2,Mixer,47,147000
2026-03-01,SR0030,North Central Region,FCT,Maitama Route 2,Tea Drink,118,418600
2026-03-01,SR0030,North Central Region,FCT,Maitama Route 2,Water,445,875900
2026-04-01,SR0030,North Central Region,FCT,Maitama Route 2,Carbonated Soft Drink,521,1820500
2026-04-01,SR0030,North Central Region,FCT,Maitama Route 2,Energy Drink,101,453500
2026-04-01,SR0030,North Central Region,FCT,Maitama Route 2,Malt Drink,185,687300
2026-04-01,SR0030,North Central Region,FCT,Maitama Route 2,Mixer,54,168900
2026-04-01,SR0030,North Central Region,FCT,Maitama Route 2,Tea Drink,119,422200
2026-04-01,SR0030,North Central Region,FCT,Maitama Route 2,Water,334,657400
2026-05-01,SR0030,North Central Region,FCT,Maitama Route 2,Carbonated Soft Drink,709,2477400
2026-05-01,SR0030,North Central Region,FCT,Maitama Route 2,Energy Drink,134,601700
2026-05-01,SR0030,North Central Region,FCT,Maitama Route 2,Malt Drink,212,787600
2026-05-01,SR0030,North Central Region,FCT,Maitama Route 2,Mixer,52,162600
2026-05-01,SR0030,North Central Region,FCT,Maitama Route 2,Tea Drink,128,454100
2026-05-01,SR0030,North Central Region,FCT,Maitama Route 2,Water,345,679100
2026-01-01,SR0031,North Central Region,FCT,Kubwa Route 1,Carbonated Soft Drink,509,1778600
2026-01-01,SR0031,North Central Region,FCT,Kubwa Route 1,Energy Drink,128,574700
2026-01-01,SR0031,North Central Region,FCT,Kubwa Route 1,Malt Drink,241,895300
2026-01-01,SR0031,North Central Region,FCT,Kubwa Route 1,Mixer,39,122000
2026-01-01,SR0031,North Central Region,FCT,Kubwa Route 1,Tea Drink,161,571100
2026-01-01,SR0031,North Central Region,FCT,Kubwa Route 1,Water,385,757800
2026-02-01,SR0031,North Central Region,FCT,Kubwa Route 1,Carbonated Soft Drink,746,2606700
2026-02-01,SR0031,North Central Region,FCT,Kubwa Route 1,Energy Drink,149,669000
2026-02-01,SR0031,North Central Region,FCT,Kubwa Route 1,Malt Drink,143,531200
2026-02-01,SR0031,North Central Region,FCT,Kubwa Route 1,Mixer,49,153200
2026-02-01,SR0031,North Central Region,FCT,Kubwa Route 1,Tea Drink,146,517900
2026-02-01,SR0031,North Central Region,FCT,Kubwa Route 1,Water,366,720400
2026-03-01,SR0031,North Central Region,FCT,Kubwa Route 1,Carbonated Soft Drink,755,2638200
2026-03-01,SR0031,North Central Region,FCT,Kubwa Route 1,Energy Drink,142,637600
2026-03-01,SR0031,North Central Region,FCT,Kubwa Route 1,Malt Drink,174,646400
2026-03-01,SR0031,North Central Region,FCT,Kubwa Route 1,Mixer,37,115700
2026-03-01,SR0031,North Central Region,FCT,Kubwa Route 1,Tea Drink,111,393800
2026-03-01,SR0031,North Central Region,FCT,Kubwa Route 1,Water,266,523600
2026-04-01,SR0031,North Central Region,FCT,Kubwa Route 1,Carbonated Soft Drink,660,2306200
2026-04-01,SR0031,North Central Region,FCT,Kubwa Route 1,Energy Drink,175,785800
2026-04-01,SR0031,North Central Region,FCT,Kubwa Route 1,Malt Drink,228,847000
2026-04-01,SR0031,North Central Region,FCT,Kubwa Route 1,Mixer,37,115700
2026-04-01,SR0031,North Central Region,FCT,Kubwa Route 1,Tea Drink,90,319300
2026-04-01,SR0031,North Central Region,FCT,Kubwa Route 1,Water,393,773600
2026-05-01,SR0031,North Central Region,FCT,Kubwa Route 1,Carbonated Soft Drink,912,3186800
2026-05-01,SR0031,North Central Region,FCT,Kubwa Route 1,Energy Drink,123,552300
2026-05-01,SR0031,North Central Region,FCT,Kubwa Route 1,Malt Drink,127,471800
2026-05-01,SR0031,North Central Region,FCT,Kubwa Route 1,Mixer,51,159500
2026-05-01,SR0031,North Central Region,FCT,Kubwa Route 1,Tea Drink,153,542800
2026-05-01,SR0031,North Central Region,FCT,Kubwa Route 1,Water,356,700700
2026-01-01,SR0032,North Central Region,FCT,Kubwa Route 2,Carbonated Soft Drink,663,2316700
2026-01-01,SR0032,North Central Region,FCT,Kubwa Route 2,Energy Drink,157,704900
2026-01-01,SR0032,North Central Region,FCT,Kubwa Route 2,Malt Drink,229,850700
2026-01-01,SR0032,North Central Region,FCT,Kubwa Route 2,Mixer,58,181400
2026-01-01,SR0032,North Central Region,FCT,Kubwa Route 2,Tea Drink,93,329900
2026-01-01,SR0032,North Central Region,FCT,Kubwa Route 2,Water,438,862100
2026-02-01,SR0032,North Central Region,FCT,Kubwa Route 2,Carbonated Soft Drink,877,3064500
2026-02-01,SR0032,North Central Region,FCT,Kubwa Route 2,Energy Drink,116,520800
2026-02-01,SR0032,North Central Region,FCT,Kubwa Route 2,Malt Drink,171,635300
2026-02-01,SR0032,North Central Region,FCT,Kubwa Route 2,Mixer,41,128200
2026-02-01,SR0032,North Central Region,FCT,Kubwa Route 2,Tea Drink,152,539200
2026-02-01,SR0032,North Central Region,FCT,Kubwa Route 2,Water,368,724300
2026-03-01,SR0032,North Central Region,FCT,Kubwa Route 2,Carbonated Soft Drink,823,2875800
2026-03-01,SR0032,North Central Region,FCT,Kubwa Route 2,Energy Drink,131,588200
2026-03-01,SR0032,North Central Region,FCT,Kubwa Route 2,Malt Drink,233,865600
2026-03-01,SR0032,North Central Region,FCT,Kubwa Route 2,Mixer,62,193900
2026-03-01,SR0032,North Central Region,FCT,Kubwa Route 2,Tea Drink,98,347700
2026-03-01,SR0032,North Central Region,FCT,Kubwa Route 2,Water,446,877900
2026-04-01,SR0032,North Central Region,FCT,Kubwa Route 2,Carbonated Soft Drink,759,2652100
2026-04-01,SR0032,North Central Region,FCT,Kubwa Route 2,Energy Drink,100,449000
2026-04-01,SR0032,North Central Region,FCT,Kubwa Route 2,Malt Drink,183,679800
2026-04-01,SR0032,North Central Region,FCT,Kubwa Route 2,Mixer,45,140700
2026-04-01,SR0032,North Central Region,FCT,Kubwa Route 2,Tea Drink,128,454100
2026-04-01,SR0032,North Central Region,FCT,Kubwa Route 2,Water,320,629900
2026-05-01,SR0032,North Central Region,FCT,Kubwa Route 2,Carbonated Soft Drink,750,2620700
2026-05-01,SR0032,North Central Region,FCT,Kubwa Route 2,Energy Drink,169,758800
2026-05-01,SR0032,North Central Region,FCT,Kubwa Route 2,Malt Drink,231,858200
2026-05-01,SR0032,North Central Region,FCT,Kubwa Route 2,Mixer,48,150100
2026-05-01,SR0032,North Central Region,FCT,Kubwa Route 2,Tea Drink,138,489600
2026-05-01,SR0032,North Central Region,FCT,Kubwa Route 2,Water,295,580700
2026-01-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Carbonated Soft Drink,558,1949800
2026-01-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Energy Drink,119,534300
2026-01-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Malt Drink,79,293500
2026-01-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Mixer,37,115700
2026-01-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Tea Drink,70,248300
2026-01-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Water,172,338600
2026-02-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Carbonated Soft Drink,614,2145500
2026-02-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Energy Drink,82,368200
2026-02-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Malt Drink,150,557200
2026-02-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Mixer,38,118800
2026-02-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Tea Drink,93,329900
2026-02-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Water,286,562900
2026-03-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Carbonated Soft Drink,641,2239800
2026-03-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Energy Drink,93,417600
2026-03-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Malt Drink,82,304600
2026-03-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Mixer,27,84400
2026-03-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Tea Drink,75,266100
2026-03-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Water,156,307100
2026-04-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Carbonated Soft Drink,401,1401200
2026-04-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Energy Drink,94,422100
2026-04-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Malt Drink,99,367800
2026-04-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Mixer,23,71900
2026-04-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Tea Drink,90,319300
2026-04-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Water,256,503900
2026-05-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Carbonated Soft Drink,519,1813500
2026-05-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Energy Drink,112,502900
2026-05-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Malt Drink,154,572100
2026-05-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Mixer,22,68800
2026-05-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Tea Drink,81,287300
2026-05-01,SR0033,North Central Region,FCT,Gwarinpa Route 1,Water,266,523600
2026-01-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Carbonated Soft Drink,674,2355100
2026-01-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Energy Drink,115,516400
2026-01-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Malt Drink,213,791300
2026-01-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Mixer,45,140700
2026-01-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Tea Drink,82,290900
2026-01-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Water,240,472400
2026-02-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Carbonated Soft Drink,928,3242700
2026-02-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Energy Drink,115,516400
2026-02-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Malt Drink,206,765300
2026-02-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Mixer,49,153200
2026-02-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Tea Drink,153,542800
2026-02-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Water,302,594400
2026-03-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Carbonated Soft Drink,650,2271300
2026-03-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Energy Drink,142,637600
2026-03-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Malt Drink,217,806200
2026-03-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Mixer,42,131400
2026-03-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Tea Drink,138,489600
2026-03-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Water,419,824700
2026-04-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Carbonated Soft Drink,865,3022500
2026-04-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Energy Drink,102,458000
2026-04-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Malt Drink,213,791300
2026-04-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Mixer,34,106300
2026-04-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Tea Drink,91,322800
2026-04-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Water,233,458600
2026-05-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Carbonated Soft Drink,505,1764600
2026-05-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Energy Drink,115,516400
2026-05-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Malt Drink,180,668700
2026-05-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Mixer,32,100100
2026-05-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Tea Drink,107,379600
2026-05-01,SR0034,North Central Region,FCT,Gwarinpa Route 2,Water,330,649600
2026-01-01,SR0035,North Central Region,FCT,Asokoro Route 1,Carbonated Soft Drink,868,3033000
2026-01-01,SR0035,North Central Region,FCT,Asokoro Route 1,Energy Drink,123,552300
2026-01-01,SR0035,North Central Region,FCT,Asokoro Route 1,Malt Drink,198,735600
2026-01-01,SR0035,North Central Region,FCT,Asokoro Route 1,Mixer,43,134500
2026-01-01,SR0035,North Central Region,FCT,Asokoro Route 1,Tea Drink,148,525000
2026-01-01,SR0035,North Central Region,FCT,Asokoro Route 1,Water,324,637700
2026-02-01,SR0035,North Central Region,FCT,Asokoro Route 1,Carbonated Soft Drink,875,3057500
2026-02-01,SR0035,North Central Region,FCT,Asokoro Route 1,Energy Drink,175,785800
2026-02-01,SR0035,North Central Region,FCT,Asokoro Route 1,Malt Drink,172,639000
2026-02-01,SR0035,North Central Region,FCT,Asokoro Route 1,Mixer,62,193900
2026-02-01,SR0035,North Central Region,FCT,Asokoro Route 1,Tea Drink,158,560500
2026-02-01,SR0035,North Central Region,FCT,Asokoro Route 1,Water,406,799100
2026-03-01,SR0035,North Central Region,FCT,Asokoro Route 1,Carbonated Soft Drink,639,2232800
2026-03-01,SR0035,North Central Region,FCT,Asokoro Route 1,Energy Drink,130,583700
2026-03-01,SR0035,North Central Region,FCT,Asokoro Route 1,Malt Drink,123,456900
2026-03-01,SR0035,North Central Region,FCT,Asokoro Route 1,Mixer,47,147000
2026-03-01,SR0035,North Central Region,FCT,Asokoro Route 1,Tea Drink,159,564100
2026-03-01,SR0035,North Central Region,FCT,Asokoro Route 1,Water,249,490100
2026-04-01,SR0035,North Central Region,FCT,Asokoro Route 1,Carbonated Soft Drink,967,3378900
2026-04-01,SR0035,North Central Region,FCT,Asokoro Route 1,Energy Drink,171,767800
2026-04-01,SR0035,North Central Region,FCT,Asokoro Route 1,Malt Drink,215,798700
2026-04-01,SR0035,North Central Region,FCT,Asokoro Route 1,Mixer,44,137600
2026-04-01,SR0035,North Central Region,FCT,Asokoro Route 1,Tea Drink,146,517900
2026-04-01,SR0035,North Central Region,FCT,Asokoro Route 1,Water,263,517700
2026-05-01,SR0035,North Central Region,FCT,Asokoro Route 1,Carbonated Soft Drink,804,2809400
2026-05-01,SR0035,North Central Region,FCT,Asokoro Route 1,Energy Drink,182,817200
2026-05-01,SR0035,North Central Region,FCT,Asokoro Route 1,Malt Drink,179,665000
2026-05-01,SR0035,North Central Region,FCT,Asokoro Route 1,Mixer,33,103200
2026-05-01,SR0035,North Central Region,FCT,Asokoro Route 1,Tea Drink,109,386700
